Date,BCOLOMBIA.CL,CEMARGOS.CL,CONCONCRET.CL,CORFICOLCF.CL,ENKA.CL,ETB.CL,EXITO.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,TERPEL.CL,AMZN,BAC,C,CENCOSUD.SN,CSPX.L,F,GOOGL,ISAC.CL,IUFS.CL,IUIT.CL,JETS,JPEA.CL,JPM,LQDA,NVDA,RBOT,SDHA.CL,SUAS.CL,VOO
2023-04-17/2023-04-23,32919.984375,2739.66650390625,255.0,11386.677734375,21.27593231201172,106.0,4045.28076171875,499.9374694824219,38125.18359375,11837.2490234375,11877.1728515625,2012.91796875,52017.37890625,533.2575073242188,26400.28515625,10107.115234375,20947.29296875,5010.517578125,10236.2041015625,6853.10595703125,106.95999908447266,28.590553283691406,45.62882614135742,1470.978759765625,429.04998779296875,10.618375778198242,105.1496353149414,297690.0,41340.0,82810.0,18.25,22100.0,135.3274688720703,6.940000057220459,27.105756759643555,70.19999694824219,25680.0,54210.0,370.4565734863281
2023-04-24/2023-04-30,30662.857421875,2678.97802734375,250.0,11915.6650390625,20.378253936767578,105.0,3952.115478515625,496.6559143066406,39524.359375,11837.2490234375,11524.48046875,1999.935302734375,53572.3984375,522.592529296875,24427.609375,10823.298828125,20500.3671875,5123.3671875,10236.2041015625,6862.123046875,105.44999694824219,28.025827407836914,43.80479049682617,1541.2484130859375,431.5299987792969,10.681312561035156,107.07486724853516,310710.0,42540.0,88730.0,18.06999969482422,22370.0,133.11277770996094,6.710000038146973,27.73545265197754,67.5,26220.0,55320.0,373.84228515625
2023-05-01/2023-05-07,29811.111328125,2618.2890625,254.0,11915.6650390625,20.100618362426758,107.91999816894531,3921.142333984375,480.8310241699219,41599.65234375,11274.234375,11343.3681640625,2089.932373046875,55002.99609375,503.34393310546875,23630.146484375,10379.720703125,19149.869140625,4789.33203125,9971.474609375,6591.60595703125,105.66000366210938,26.523073196411133,43.57939910888672,1488.593017578125,428.4100036621094,10.914854049682617,105.30923461914062,313340.0,43660.0,88940.0,17.950000762939453,22800.0,131.66842651367188,7.400000095367432,28.665998458862305,64.80000305175781,26400.0,57410.0,370.8284606933594
2023-05-08/2023-05-14,28277.96875,2672.0419921875,246.0,11852.904296875,19.69342613220215,103.5,4125.79541015625,462.9328308105469,40378.890625,11296.615234375,11181.3193359375,2129.1806640625,53252.50390625,506.8307800292969,23361.5234375,10157.931640625,18936.12109375,5024.0595703125,10236.2041015625,6574.99609375,110.26000213623047,25.929630279541016,42.76087188720703,1529.69091796875,428.010009765625,10.62354850769043,117.2197494506836,304980.0,41610.0,88300.0,17.719999313354492,22660.0,129.12632751464844,7.360000133514404,28.32616424560547,60.0,26270.0,55360.0,370.0260314941406
2023-05-15/2023-05-21,26855.55078125,2641.69775390625,240.0,11655.6533203125,18.481094360351562,100.88999938964844,3971.827392578125,455.8004455566406,38297.234375,11296.615234375,11061.2138671875,2065.312744140625,52833.37890625,455.9599304199219,22547.26953125,10335.36328125,18460.044921875,4896.33203125,10103.8388671875,6450.75634765625,116.25,26.90594482421875,43.005489349365234,1553.885986328125,435.9599914550781,10.605341911315918,122.45677947998047,302210.0,41400.0,87580.0,18.450000762939453,22660.0,134.01791381835938,8.300000190734863,31.248735427856445,62.099998474121094,25870.0,54600.0,376.3081359863281
2023-05-22/2023-05-28,25092.4375,2645.165771484375,249.0,12148.7783203125,18.50885581970215,92.5,4119.87841796875,429.52899169921875,37655.66015625,11296.615234375,10723.771484375,1999.935302734375,51444.90625,451.04266357421875,22303.83203125,10211.16015625,17810.107421875,4866.0703125,9927.353515625,6450.30517578125,120.11000061035156,27.097373962402344,41.96116638183594,1537.6893310546875,436.2799987792969,11.005887031555176,124.30220794677734,305500.0,41070.0,92820.0,18.219999313354492,22240.0,131.86099243164062,8.350000381469727,38.92698669433594,65.69999694824219,26110.0,54280.0,377.5802001953125
2023-05-29/2023-06-04,26063.4296875,2947.742431640625,248.94000244140625,12991.5712890625,18.50885581970215,100.0,3790.120849609375,441.374755859375,37655.66015625,11409.517578125,11006.4033203125,1949.9366455078125,51444.90625,459.1247253417969,23655.32421875,10184.5458984375,18722.373046875,4866.0703125,9927.353515625,6495.0400390625,124.25,27.480239868164062,43.57939910888672,1544.6878662109375,445.19000244140625,11.278986930847168,124.36205291748047,297500.0,40020.0,90080.0,18.790000915527344,22240.0,135.26007080078125,8.890000343322754,39.307796478271484,66.0,26110.0,55250.0,384.8114318847656
2023-06-05/2023-06-11,28831.603515625,3066.51904296875,245.0,14013.904296875,18.499603271484375,99.93000030517578,4090.296142578125,444.5937194824219,37655.66015625,11628.3564453125,11534.34765625,1949.9366455078125,51444.90625,458.3144226074219,25342.59375,11354.55078125,19859.123046875,4866.0703125,9927.353515625,6636.69189453125,123.43000030517578,28.23981285095215,45.44224548339844,1569.682861328125,447.70001220703125,12.507930755615234,121.92808532714844,286170.0,39100.0,92520.0,19.469999313354492,21710.0,135.78001403808594,8.40999984741211,38.751068115234375,64.80000305175781,25280.0,53060.0,386.5434265136719
2023-06-12/2023-06-18,27460.29296875,3060.450439453125,238.0,13911.8837890625,18.962324142456055,90.8499984741211,4092.268310546875,468.6729431152344,33598.99609375,11638.3046875,11567.423828125,1904.938232421875,51519.9140625,427.7000427246094,24335.26953125,11308.3935546875,19829.974609375,5479.97119140625,11868.7021484375,6424.78662109375,125.48999786376953,28.162630081176758,45.33876037597656,1557.685302734375,460.8599853515625,13.126955032348633,123.22486877441406,290030.0,39190.0,90480.0,20.56999969482422,21000.0,137.9465789794922,8.630000114440918,42.67557144165039,62.70000076293945,24240.0,53460.0,396.54388427734375
2023-06-19/2023-06-25,26438.197265625,2883.58544921875,234.0,13355.408203125,18.92530632019043,94.80000305175781,3950.32080078125,418.64422607421875,32490.91796875,11638.3046875,11133.525390625,1899.9383544921875,47850.125,437.604736328125,23302.763671875,11111.08203125,19431.626953125,5479.97119140625,11612.7958984375,6559.34228515625,129.3300018310547,26.773311614990234,43.29715347290039,1544.6878662109375,452.8599853515625,12.762824058532715,122.03781127929688,290030.0,39170.0,90070.0,20.209999084472656,21000.0,133.70016479492188,9.0,42.1927604675293,58.5,24220.0,53390.0,391.0250244140625
2023-06-26/2023-07-02,26404.126953125,2947.742431640625,238.0,13772.765625,18.962324142456055,85.30000305175781,4137.62841796875,428.80462646484375,33805.58203125,11200.625,11188.005859375,1849.9400634765625,46749.546875,437.604736328125,23495.83203125,11157.9873046875,19052.7109375,5425.80322265625,11427.4873046875,6570.88427734375,130.36000061035156,27.680227279663086,43.31596755981445,1553.586181640625,462.45001220703125,13.773290634155273,119.40433502197266,290030.0,38920.0,92000.0,21.420000076293945,21000.0,140.04574584960938,7.849999904632568,42.28572082519531,54.900001525878906,24100.0,55210.0,398.5302734375
2023-07-03/2023-07-09,26656.1640625,2855.842529296875,253.8800048828125,13911.8837890625,18.04613494873047,89.0999984741211,4141.57275390625,424.8394470214844,35065.80078125,11104.6328125,11142.634765625,1833.9404296875,47079.4609375,446.3200988769531,24036.4453125,10892.982421875,18450.330078125,5498.02734375,12009.8349609375,6551.0283203125,129.77999877929688,27.525859832763672,43.03371810913086,1629.6707763671875,460.1000061035156,13.636739730834961,119.18488311767578,295520.0,40120.0,92990.0,21.68000030517578,21260.0,138.9865264892578,7.710000038146973,42.48664093017578,52.79999923706055,24370.0,55210.0,395.78411865234375
2023-07-10/2023-07-16,29549.7578125,3030.10595703125,237.27000427246094,14347.7900390625,18.175697326660156,89.93000030517578,4104.72216796875,432.4964599609375,36117.48828125,11289.65234375,11496.6865234375,1904.2681884765625,46366.140625,444.5057678222656,25353.984375,11179.2197265625,19276.173828125,5704.9111328125,12118.357421875,6502.61474609375,134.67999267578125,28.085447311401367,43.04312515258789,1670.6624755859375,471.04998779296875,13.636739730834961,125.1102066040039,287680.0,40070.0,92120.0,21.3799991607666,21120.0,145.20555114746094,7.849999904632568,45.45150375366211,57.29999923706055,24330.0,54760.0,405.48980712890625
2023-07-17/2023-07-23,29462.07421875,3252.72314453125,268.8999938964844,14644.5771484375,18.04613494873047,84.16999816894531,4131.7119140625,449.86737060546875,36951.2578125,11536.841796875,11590.6787109375,1884.038818359375,46459.1484375,464.46319580078125,25440.666015625,11733.03515625,19820.259765625,5612.44921875,12471.0556640625,6582.58837890625,130.0,30.854434967041016,44.26620864868164,1804.6353759765625,474.42999267578125,12.68089485168457,119.72354125976562,293200.0,39780.0,90830.0,21.790000915527344,20970.0,150.22769165039062,8.149999618530273,44.29194641113281,60.900001525878906,23450.0,54670.0,408.240478515625
2023-07-24/2023-07-30,29199.021484375,3180.03662109375,260.0,14366.3388671875,18.04613494873047,84.9000015258789,4475.8564453125,432.1430969238281,34269.92578125,11469.2001953125,11532.2373046875,1897.9556884765625,45565.69921875,458.5666809082031,25449.333984375,12176.1396484375,19237.310546875,5621.69580078125,13022.712890625,6596.1142578125,132.2100067138672,30.77724838256836,44.60490798950195,1820.6322021484375,478.0899963378906,12.07097339630127,132.25253295898438,286690.0,39830.0,90620.0,21.219999313354492,20440.0,152.1279754638672,7.760000228881836,46.73200607299805,49.20000076293945,23370.0,53780.0,412.464599609375
2023-07-31/2023-08-06,29365.62109375,3180.03662109375,265.0,14375.61328125,18.04613494873047,83.0,4436.41357421875,456.4300231933594,34108.85546875,11538.8310546875,11464.056640625,1899.9556884765625,45762.2578125,456.7703552246094,25969.416015625,12009.9755859375,19334.46875,5778.880859375,12389.6640625,6501.43310546875,139.57000732421875,30.198366165161133,43.005489349365234,1799.6363525390625,471.9700012207031,11.861882209777832,127.79356384277344,291100.0,41500.0,90900.0,20.290000915527344,20940.0,151.26507568359375,8.109999656677246,44.66280746459961,28.5,24260.0,54710.0,403.1419677734375
2023-08-07/2023-08-13,27269.95703125,3099.172607421875,259.989990234375,14412.7119140625,16.657970428466797,85.0,4190.87744140625,435.75872802734375,35435.3125,11577.7568359375,11382.0341796875,1946.9547119140625,45994.5546875,464.07861328125,24218.474609375,12268.453125,18848.677734375,5815.865234375,12389.6640625,6514.958984375,138.41000366210938,30.188718795776367,42.41946792602539,1847.1268310546875,464.57000732421875,11.171703338623047,129.23997497558594,289000.0,40510.0,89180.0,20.190000534057617,20330.0,149.742919921875,7.170000076293945,40.83927917480469,27.899999618530273,23940.0,54170.0,402.1890869140625
2023-08-14/2023-08-20,26787.689453125,3043.748779296875,250.0,13540.900390625,16.648717880249023,81.3499984741211,3681.0,433.6952209472656,32687.65234375,11078.71484375,11291.9677734375,1912.9554443359375,46375.96484375,452.20263671875,24123.125,11837.7275390625,17974.25390625,5450.640625,12208.79296875,6399.97119140625,133.22000122070312,28.085447311401367,40.21140670776367,1819.63232421875,455.1000061035156,11.006059646606445,127.14517211914062,281000.0,39500.0,85170.0,19.229999542236328,20100.0,144.429931640625,6.960000038146973,43.2823371887207,27.690000534057617,23290.0,52910.0,394.0158386230469
2023-08-21/2023-08-27,25165.521484375,2872.935791015625,241.77999877929688,11695.2578125,16.648717880249023,86.16999816894531,3401.019775390625,399.31915283203125,31740.18359375,10779.291015625,10944.568359375,1880.956298828125,46555.02734375,422.9693298339844,23993.103515625,10708.3564453125,17585.623046875,5455.263671875,11304.4384765625,6402.24365234375,133.25999450683594,27.496917724609375,39.250144958496094,1848.1265869140625,457.67999267578125,10.960046768188477,129.55918884277344,288110.0,39940.0,89100.0,18.90999984741211,20540.0,142.56845092773438,7.079999923706055,46.00028991699219,30.299999237060547,24030.0,53880.0,397.07098388671875
