Date,BCOLOMBIA.CL,CEMARGOS.CL,CONCONCRET.CL,CORFICOLCF.CL,ENKA.CL,ETB.CL,EXITO.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFBCOLOM.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,TERPEL.CL,AMZN,BAC,C,CENCOSUD.SN,CSPX.L,F,GOOGL,ISAC.CL,IUFS.CL,IUIT.CL,JETS,JPEA.CL,JPM,LQDA,NVDA,RBOT,SDHA.CL,SUAS.CL,VOO
2023-04-03/2023-04-09,30066.634765625,2600.577880859375,198.0,10400.4296875,21.66461944580078,108.66999816894531,3973.70068359375,461.1806335449219,37652.5078125,11240.4130859375,11456.8017578125,2199.910400390625,49669.50390625,503.92822265625,25023.60546875,9315.1337890625,22075.904296875,5109.0703125,9774.8388671875,6943.2783203125,102.05999755859375,26.647504806518555,42.67872619628906,1446.6185302734375,424.2300109863281,11.085907936096191,108.1521987915039,308410.0,42280.0,85100.0,18.1299991607666,23200.0,121.78644561767578,6.75,27.023799896240234,63.900001525878906,26890.0,56980.0,367.87335205078125
2023-04-10/2023-04-16,33362.890625,2676.322265625,263.20001220703125,11655.654296875,20.822463989257812,115.83000183105469,3944.354736328125,492.2215576171875,40360.109375,11459.25390625,11975.3544921875,2175.911376953125,54086.52734375,517.2598266601562,27029.859375,10199.89453125,21569.10546875,5272.328125,10395.0400390625,6767.44189453125,102.51000213623047,28.25554656982422,46.12206268310547,1503.8648681640625,429.1000061035156,11.256736755371094,108.60108184814453,297000.0,40390.0,82730.0,17.93000030517578,23200.0,133.58460998535156,6.760000228881836,26.74493408203125,63.29999923706055,26890.0,54950.0,370.8479919433594
2023-04-17/2023-04-23,32919.984375,2739.66650390625,255.0,11386.677734375,21.27593231201172,106.0,4045.281005859375,499.9375305175781,38125.18359375,11837.2490234375,11877.1728515625,2012.91796875,52017.3828125,533.257568359375,26400.28125,10107.115234375,20947.29296875,5010.51806640625,10236.2041015625,6853.10595703125,106.95999908447266,28.590553283691406,45.62882614135742,1470.9786376953125,429.04998779296875,10.618375778198242,105.1496353149414,297690.0,41340.0,82810.0,18.25,22100.0,135.3274688720703,6.940000057220459,27.105758666992188,70.19999694824219,25680.0,54210.0,370.4566345214844
2023-04-24/2023-04-30,30662.853515625,2678.97802734375,250.0,11915.6650390625,20.378253936767578,105.0,3952.115478515625,496.65594482421875,39524.359375,11837.2490234375,11524.48046875,1999.935302734375,53572.39453125,522.5924682617188,24427.609375,10823.298828125,20500.3671875,5123.3662109375,10236.2041015625,6862.123046875,105.44999694824219,28.025827407836914,43.80479049682617,1541.2484130859375,431.5299987792969,10.681312561035156,107.07485961914062,310710.0,42540.0,88730.0,18.06999969482422,22370.0,133.11276245117188,6.710000038146973,27.735454559326172,67.5,26220.0,55320.0,373.84228515625
2023-05-01/2023-05-07,29811.111328125,2618.2890625,254.0,11915.6650390625,20.10062026977539,107.91999816894531,3921.142333984375,480.8310241699219,41599.6484375,11274.234375,11343.3681640625,2089.932373046875,55003.0078125,503.3439025878906,23630.142578125,10379.7197265625,19149.869140625,4789.33203125,9971.474609375,6591.60595703125,105.66000366210938,26.523075103759766,43.57939910888672,1488.593017578125,428.4100036621094,10.914854049682617,105.30923461914062,313340.0,43660.0,88940.0,17.950000762939453,22800.0,131.66842651367188,7.400000095367432,28.66599464416504,64.80000305175781,26400.0,57410.0,370.82843017578125
2023-05-08/2023-05-14,28277.96875,2672.0419921875,246.0,11852.9033203125,19.69342613220215,103.5,4125.79443359375,462.93292236328125,40378.890625,11296.615234375,11181.318359375,2129.1806640625,53252.50390625,506.8307800292969,23361.5234375,10157.931640625,18936.12109375,5024.0595703125,10236.2041015625,6574.99609375,110.26000213623047,25.929630279541016,42.7608757019043,1529.69091796875,428.010009765625,10.62354850769043,117.21974182128906,304980.0,41610.0,88300.0,17.719999313354492,22660.0,129.12632751464844,7.360000133514404,28.326162338256836,60.0,26270.0,55360.0,370.0260925292969
2023-05-15/2023-05-21,26855.552734375,2641.697509765625,240.0,11655.654296875,18.481094360351562,100.88999938964844,3971.827392578125,455.80047607421875,38297.23828125,11296.615234375,11061.212890625,2065.312744140625,52833.37109375,455.9598693847656,22547.26953125,10335.36328125,18460.044921875,4896.33203125,10103.8388671875,6450.75634765625,116.25,26.905942916870117,43.0054931640625,1553.885986328125,435.9599914550781,10.605341911315918,122.45677947998047,302210.0,41400.0,87580.0,18.450000762939453,22660.0,134.01791381835938,8.300000190734863,31.248733520507812,62.099998474121094,25870.0,54600.0,376.3081359863281
2023-05-22/2023-05-28,25092.4375,2645.16552734375,249.0,12148.7783203125,18.50885581970215,92.5,4119.87890625,429.5289611816406,37655.66015625,11296.615234375,10723.771484375,1999.935302734375,51444.90234375,451.04266357421875,22303.833984375,10211.1611328125,17810.107421875,4866.06982421875,9927.3525390625,6450.30517578125,120.11000061035156,27.097373962402344,41.96116638183594,1537.6893310546875,436.2799987792969,11.005887031555176,124.30220794677734,305500.0,41070.0,92820.0,18.219999313354492,22240.0,131.86099243164062,8.350000381469727,38.92698669433594,65.69999694824219,26110.0,54280.0,377.5802001953125
2023-05-29/2023-06-04,26063.427734375,2947.742431640625,248.94000244140625,12991.5712890625,18.50885581970215,100.0,3790.12060546875,441.3747253417969,37655.66015625,11409.517578125,11006.40234375,1949.9366455078125,51444.90234375,459.1247863769531,23655.326171875,10184.546875,18722.373046875,4866.06982421875,9927.3525390625,6495.0400390625,124.25,27.480241775512695,43.57939910888672,1544.6878662109375,445.19000244140625,11.278986930847168,124.36205291748047,297500.0,40020.0,90080.0,18.790000915527344,22240.0,135.2600555419922,8.890000343322754,39.307796478271484,66.0,26110.0,55250.0,384.81146240234375
2023-06-05/2023-06-11,28831.603515625,3066.519287109375,245.0,14013.904296875,18.499603271484375,99.93000030517578,4090.296142578125,444.5937194824219,37655.66015625,11628.3564453125,11534.3466796875,1949.9366455078125,51444.90234375,458.3143615722656,25342.59375,11354.5498046875,19859.123046875,4866.06982421875,9927.3525390625,6636.69189453125,123.43000030517578,28.23981475830078,45.4422492980957,1569.682861328125,447.70001220703125,12.50793170928955,121.92809295654297,286170.0,39100.0,92520.0,19.469999313354492,21710.0,135.780029296875,8.40999984741211,38.751075744628906,64.80000305175781,25280.0,53060.0,386.54339599609375
