Date,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CIBEST.CL,CNEC.CL,CONCONCRET.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFCIBEST.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AAPL,AGUAS-A.SN,AMZN,ANDINA-B.SN,BAC,BAP,BRK-B,BSANTANDER.SN,BVN,C,CBU7.L,CCU,CENCOSUD.SN,CFMITNIPSA.SN,CHILE.SN,COLBUN.SN,CONCHATORO.SN,COPEC.SN,CPAC,CSPX.L,ECL.SN,EIMI.L,ENELCHILE.SN,ENTEL.SN,F,FALABELLA.SN,GE,GOAU,GOOGL,IAM.SN,IJPA.L,ITAUCL.SN,JETS,JNJ,JPM,META,NKE,NVDA,PARAUCO.SN,PBR,PFE,RIPLEY.SN,SCCO,SGLD.L,SMU.SN,SPXS.L,SUAS.L,URA,VAPORES.SN,VOLCABC1.LM,VOO
2016-01-24,-0.02413781945321225,-0.035294261181620934,0.006589824327376759,-0.017708354896393774,0.1012023346326909,0.0896687544854291,0.03448284563880688,-0.02849462345415399,-0.0374871566570284,0.009708716815981955,-0.022140174962337555,0.050078258194957925,-0.014367557562831812,0.0,-0.03708310746078758,-0.02475301066212221,0.029538544410736556,-0.021257764709937343,0.03932704668733633,-0.0013888050238511918,-0.042105471421350904,-0.0062330815978903775,-0.023808887744131146,0.003584572306946532,0.0,0.013250804180631182,-0.007989665581790928,0.034965102401133485,-0.05717252088132907,0.0,0.04416790435018059,-0.010915966826302248,0.045950381640319726,-0.01691887211682619,-0.0622406052970057,0.04090915766724024,0.007134941574708398,0.02764497554413059,-0.029255241867275794,-0.033200167357808286,-0.001550028051623964,0.028806683189276372,0.02406795900026104,0.01346015776388998,0.0115906546224267,0.036944878524798774,0.022967364152843617,0.024756338906230857,-0.010785732513462043,0.010557343091647686,-0.0026283097926910193,0.02540941762859794,0.0,0.044462059630357764,0.014202055574645822,0.01679921418109842,-0.008774942920851347,0.0,0.04921960565847705,0.02502158264383514,0.00048816456949341003,0.0,0.027309757749480745,-0.0025773888442700565,-0.0015777502925047315,0.03127324241814833,0.05767879500313389,0.04942824750961883,0.007274890955728086,-0.07339426312562713,-0.003246094277632783,0.01637780252561738,0.040070790418015756,0.010537654341411962,0.0,0.010825328539941781,0.0,0.03195964083306646,-0.007434777773880352,0.07738080874046616,0.014580347063610777
2016-01-31,0.007067207924501995,0.036585520082891954,0.011457102224365245,0.025450892480102683,0.028207696220343914,0.07155616947092658,0.004761916378131836,0.01383502554811522,0.07368394974730519,0.0,0.022641460867343532,0.013413149106969335,0.040816328024476656,0.0,0.05263204756531015,0.08121808447322199,0.04602515234268001,0.07081533972040677,0.020027588072460745,0.006954012247276209,0.05769222310217215,0.04749085738706338,0.0390241484431153,0.037500071295234694,-0.030769312523379333,0.016565117363397608,0.04026868741465517,0.06879585498130592,0.021277266796139838,0.0,-0.040228791136086794,0.02559830503023286,-0.015728222235185663,0.11194800050276132,0.042772892352643144,0.11274608602915892,0.02148932097968781,0.027565632408592666,0.09589037100047593,0.03701942878236841,0.006944999414657982,0.07949994642629865,0.03589850378325132,0.04887468028319364,0.05227734519494498,0.08423453233707412,0.01544692092344313,0.11877366420487645,-0.00155772219303707,0.009088140342327966,0.015977180045307016,0.029735733483736704,0.0,0.06176020655708392,-0.01647453524799225,0.02829447031937149,0.03045299660183809,0.0,0.021315640196703844,0.0019728067343607325,0.019190054614874663,0.0,-0.011076656630875537,0.07948316940749023,0.04477590237248519,0.14570120952508847,0.018560981801515775,0.029525287886566165,0.028703655834358965,0.14521436895659257,-0.007163999612299299,-0.009006765006688955,0.0973746264112958,0.014784272040788915,0.0,0.007908330133559183,0.0,0.0399348078204651,0.011235868695169904,0.28729284764978713,0.017690764309619578
2016-02-07,-0.0031646518372392407,0.0,0.024271571506267575,0.006204647205588998,0.03982304982000495,0.020033556876270397,-0.03791478399417936,0.007096012727997092,0.029411814257534807,-0.009615363970113533,0.005535043740584333,0.0,-0.01120457260945218,0.0,0.03658532361002864,-0.014065931890016148,0.01771430050253886,0.01570787674768237,0.009495896335044218,0.04972381179788132,0.03636355581850159,0.013687036465687141,1.630003514452305e-05,0.05249551465879021,-0.015873189927592235,0.006860874010674811,0.04000001141110476,0.00517254708446413,0.0,-0.048751581215306095,-0.034107391688927735,0.005981343551837659,-0.14458261331194155,0.012487435184014739,-0.08415844826610408,-0.020422254548547403,-0.02473612243340584,-0.028765410782482292,0.21500017174501673,-0.06272470933619678,0.003083454149622522,-0.08707745638549036,0.005602989585861806,-0.012705431401277556,-0.020552468937766633,-0.045383863742007646,0.019634035718206322,-0.055827582846695756,0.006240175789382629,-0.015262898368385902,0.023417499282186727,-0.0032086294568463014,0.0,-0.04374584381107349,-0.008695646764604548,-0.028260684232771727,-0.019243716660546917,0.0,-0.07564185045493221,0.005102982911073584,-0.03701930369568518,0.0,-0.04211456033532479,-0.03734194255112444,-0.029411705522924936,-0.07254255980802937,-0.07805205860891884,-0.0976442411734545,-0.027902745043788202,-0.06628237976051554,-0.04788433783454926,-0.023609288855899635,0.022376837628751423,0.035577242634599715,0.0,-0.013619535447941589,0.0,0.0007837650161377496,0.0059260075633864595,0.24463514237640083,-0.0306042725992004
2016-02-14,-0.006713983652846589,0.02941172378594148,0.08530794508884054,0.025693737188382304,0.0,-0.026186602714178497,0.03448284563880688,0.005962302968486988,-0.01428584440210423,-0.02912635691974219,-0.018348585578194854,-0.004411979350607553,0.011331537645780987,0.0,0.02941140813387033,0.009569914186884132,0.0016844076461248747,-0.00027955458295003677,0.017737360915062617,0.010526407755054645,0.07317244237630138,0.030379741196660648,-0.004716397925874194,-0.013900452618340942,0.0,0.009369804847865204,0.04590564899972249,0.0028588042785189227,-0.014583520199518807,0.01249983808735089,0.00510573668827119,-0.0022225852191030127,0.009857983381798663,-0.04006921403300112,-0.07722028537540881,0.11541949993712053,0.011931177265754211,0.00865234047524055,0.1296293533742221,-0.05820330869439205,0.004287322177005226,-0.009132446882100798,-0.0037834438983165297,0.0030036306387832834,-0.006392546116907538,0.018691444984250127,0.0009541000661850152,0.0017397495915694172,0.00930243193320135,-0.014217393001755618,0.040426337005124546,-0.030579383770836577,0.0,-0.009313721050154267,0.008733505708092393,-0.003547906562135106,-0.009810651732468423,0.0,0.00444766060632551,0.022698418103435536,-0.06213753263984012,0.0,0.014967333350611067,0.012731389493092715,-0.004502292394175211,-0.01979427344037621,-0.013118668349939022,-0.02648517718929222,0.034258993661604675,-0.037037131450244454,0.02153541026848438,-7.268791228076665e-05,-0.004905823503983164,0.06813670098452995,0.0,-0.014617083268329889,0.0,-0.057948407861075135,-0.027982320056840426,0.0,-0.006790151369145958
2016-02-21,0.008893311009703586,-0.017142667632003672,0.008733674277142445,0.0420841939676333,0.0,0.14285697402173692,0.004761916378131836,0.024691125875061504,0.12077310030443411,0.04000013185290863,0.0037383098131635872,0.01624768773069407,-0.005602321469123539,0.001083296643024756,0.021714347058575223,0.03317480957205943,0.03699514367799406,0.03793794172945231,0.013722442388246936,0.020833101751499772,0.07981263209234268,0.0017495304088315233,0.056871863278329826,0.029021686243737355,0.02116639476354254,0.04725717309822186,0.007117634655188443,0.037628072439267246,-0.016913737808666007,0.0,0.021810575699690027,0.0122242282726579,0.05486316725793916,0.0795251806278785,0.015063087690041055,0.01986444242043306,0.023268490334313663,0.014186735243962634,-0.056466194375036416,0.038625130332632596,-0.0012082281436592845,0.015360833642615423,0.04667560431255957,0.023695748011816287,0.011328664156636581,0.04268050864862927,0.003812762507778622,0.03517362718264794,0.0015361157103630507,0.033382521565791023,-0.0006701485355858905,0.037631450838959024,0.0,-0.043166417406074076,0.04761916611317574,0.016593320906220344,0.026892501330616048,0.0,0.021530645988976138,0.0012938006063092367,0.05583038750181135,0.0,0.07096765926698878,0.022981544923838415,0.005740352588313069,0.025095449922257984,0.051222986766324086,0.18305499133311276,0.010229812512001057,0.009615410069243602,0.004427879342322472,0.05392721379052001,-0.09827736768718798,-0.003633318064043989,0.0,0.03255870370706049,0.0,0.04738156292002804,0.02575740023994677,0.03448297705332415,0.02880685691734919
2016-02-28,0.008462831644713953,0.08139524429024059,0.05339072696445002,-0.007692368182722453,0.011063881283594812,0.1147060976250125,-0.03791478399417936,0.0031595856377999443,-0.008620725191567424,0.0,0.07635004908649257,0.02470943965991368,0.005633884300092484,-0.00877156201245266,0.0022372282074001326,-0.004587220438426187,0.013514147810001154,0.01930858792239576,0.01747353767950033,0.016581842790393875,0.026086704499559854,0.003276191405103601,0.004484315525359772,-0.016921615257794453,0.0,0.005640718617778484,0.005889139492416318,0.016483758417378036,0.016160684433573103,0.08888891147276268,0.009059047856004865,-0.0018156647343045007,0.038007049309292995,-0.016142682567303,0.04699077574844579,0.0498452388517443,0.006638650110095012,-0.025699233541817912,0.0,0.013080669108095133,-0.0008468012655934443,-0.015128448068563283,-0.004353662547645243,-0.0114920033808672,-0.018393138879444826,-0.017324391058691102,0.0028484989389769844,-0.019193184925612505,-0.018404902738709206,0.01932651870270674,0.00047908621409620267,-0.0031999715169270804,0.0,-0.06604892152703701,0.03057821554267437,-0.028796284120636728,0.013095017266994802,0.0,0.0038084442798924645,-0.0028646029552699126,0.03045521353145153,0.0,0.03657493866014683,0.02291308933465208,-0.004842645930349998,0.03203593826224438,0.055471268658188855,0.04073595043272782,0.01545884903786554,0.0730158299758541,0.02509330809798982,-0.026946750736525527,0.03705267245085664,-0.009945338481815003,0.0,0.020042189167711832,0.0,-0.007936333186929989,-0.0029541271329859287,0.26666650478384835,0.01652749412731902
2016-03-06,0.03548412627142339,-0.04301072954908347,-0.0136982005474372,0.04457377445598132,0.03451163241301969,0.1385224545020587,0.03448284563880688,-0.002624710326958324,0.14782592198971845,0.08653837797426878,-0.04671281505651592,0.06808544387621684,0.0644258177849848,0.003539673268559973,0.02678585186113014,0.06923662195963964,0.015999756196219295,0.05242324212081817,0.03592598153828552,0.01756599944855819,-0.023304987598664617,0.04326495961983712,0.049233022434828744,0.05327838012145669,0.0,0.02964760617148965,0.025761058844067763,0.01351348947123121,0.0,-0.002267511699354574,0.06294465339348276,0.00350017868861352,0.03585903448713679,0.00663051775576573,0.06614171962150928,0.09386060843398147,0.04586115172628924,0.056093352547579745,0.0637066366409984,0.08430329553859561,-0.006013117053740191,0.06861222069674766,0.05088427472087709,0.03399834715215011,0.023527861313631826,0.017351526592229938,-0.022897244318463406,0.027919231375019615,0.046874877713173335,0.025106307010593687,-0.00737059086695846,0.0823969483239162,0.0,0.03133746562232265,0.08981563008754812,0.02419645033823259,0.044348640015932306,0.0,0.007394451409481473,0.02780443705922675,0.03442674356686459,0.0,0.026151896305432354,0.0068063405824478895,0.04362172420699095,0.004355184836228432,-0.021405647191621746,0.027462010334207143,0.09873289570312593,0.5562132667283559,-0.017201383504068968,0.03893332179296527,0.09378791783703533,0.044617460839638357,0.0,0.0243730512269833,0.0,0.06879993849231192,0.0007408232349661592,0.05526316162352085,0.026818988016839462
2016-03-13,-0.0020345475230817422,0.0,-0.029166827948590712,-0.005565977020687063,0.03336052288231173,-0.08111238234854479,0.03809520263517663,-0.0026313424404272867,0.022727257290230618,0.0,0.03992743696384271,0.0013278451477327646,-0.036842170987459344,-0.003527188174864304,-0.04130452451987865,0.012986935456618554,0.007873832162841099,-0.014232010684657181,0.004465718535492824,0.013563459304943626,0.0675481987880624,0.0015641591294310864,0.004273555611896018,0.0272371880088651,0.006329361386063326,0.018676828786025723,-0.03652968190189365,0.004266708023042742,0.0,0.011363545071257475,-0.007280759202395126,0.01653284610523742,-0.009615074666958545,0.01918471820088885,0.022339244578800654,-0.002081639189298712,0.019424459317748388,0.011065414557785314,0.029038007149292167,0.0037359072838580865,-0.004587920701629167,0.022041557481355056,0.03133471186303605,-0.0012717678995620707,0.013627001031919939,0.005302652121246476,-0.005197969905414657,0.009331001338919176,0.15671654653849143,0.007601703135689197,0.02217929166768906,0.010874998797889557,0.0,-0.02990217244342097,-0.022074818778279437,-0.010823563546748627,-0.003940184673273062,0.0,0.02006260418459549,0.013389481123884162,-0.0018838136647963966,0.0,0.0008089737810985653,0.011361654488808215,-0.011823509996740977,0.00941046017948377,-0.016733674470833182,-0.006531915965373392,-0.025148127305226642,0.05133085031922602,0.026590426918394305,-0.00013637501485241899,-0.003341177319711841,-0.010697965178927626,0.0,0.008536271490592329,0.0,0.011227395723894196,-0.0007402748221776445,0.17206988157242709,0.011970588868888798
2016-03-20,0.028532554359130824,-0.0056179488170151615,0.012875520820308184,0.05223886290309987,-0.03543337714202133,-0.008827384202655386,0.009174272780712922,0.014135001136026393,-0.018518321737521104,-0.03539825090707682,0.06369346434564527,0.06763947027679307,-0.016393335787819874,0.0010987193742502122,0.11564627786397752,-0.021367693083850114,0.0270835515605925,0.009511359506843231,-0.0033399815156481827,0.024330772492939134,-0.048979375290511884,-0.04924305541046614,-0.021275957565384473,-0.007575307675795062,0.0017436127661678569,-0.010694992773693568,0.04265398663906361,0.009028309709546267,0.0,-0.04494368084426181,0.03579114576031106,0.04125477755998963,-0.030775414707114646,0.04057146627762309,0.0,0.03584671018934449,0.01073593907680026,0.04659158305102973,0.07231055861521862,0.012793693038689602,0.006730061457749903,0.02719151932488728,0.047561055471109004,0.033735701085297665,0.036393359385757496,0.02436104152827978,0.0014172185143106475,0.0500867263540028,-0.0038708918377047263,0.016151276519057012,0.047924463636406456,0.026405818485705224,0.0,-0.0322153975673668,0.026335292254361597,0.005053360519148065,0.01911661513419416,0.0,0.014150025794774646,0.0044362280747300975,-0.001101030316222662,0.0,0.02748588901544191,-0.0019498703364054792,0.019211438305130057,0.018645458018754058,0.04843523384808068,0.04934819242667432,0.012734197863851549,0.007233023660924598,-0.034426343776716495,0.1403945215257696,0.055493590154188865,-0.00571059755051051,0.0,0.01594082708840938,0.0,0.06883770076119289,0.025925839025480846,0.10638282960780066,0.013280808866677374
2016-03-27,-0.009246766077298685,0.016949065433145227,0.031073184468723536,0.03546120387541141,-0.00979583812699547,-0.020356303655742813,-0.013636459172764237,0.021365077229364537,0.01132074492872226,0.0,0.018675721561969505,-0.0869567569826859,0.055555512935007156,0.0,-0.012195017160791521,-0.008733696172849026,0.013184529445210869,0.0,0.0029699281977386693,0.03325402386644161,0.07296050396392739,0.016460996672792216,0.008695112053854537,-0.028244458590579558,0.0,0.020956132598593857,0.047727339533963686,0.03421024843274956,0.003194867312199978,0.0,-0.0023603492465334996,-0.022339930401278907,0.05591577263442549,-0.050867935273853804,-0.00797683017155637,-0.07525361735901714,-0.014420392508080693,-0.0382430547739544,0.0641447047488708,-0.03674815729420966,-0.0011344867910895173,-0.009128489297608566,-0.016223187538650152,-0.022115570268196105,-0.061713898768229636,-0.03169122328717322,-0.0007077147479159773,-0.030644200477827455,-0.00647669662219208,-0.010561482127406818,-0.00891237270862244,-0.02429729559042615,0.0,0.05595909141670696,-0.04252190762665997,0.007258191646751788,0.006145585877452842,0.0,-0.0007547526930740123,-0.011041676727446048,-0.014013531934651047,0.0,-0.023996828799396797,0.007535329816833691,-0.016534403645130924,0.014356252422597304,-0.021273314741086735,0.01981680730143842,-0.014277850635831313,-0.030520415297596193,0.02139218047499747,-0.04217420298896157,-0.0130555696264113,-0.02496946999108962,0.0,-0.010646220090786085,0.0,-0.039473614055589135,-0.004332129615037483,0.03846166027973852,-0.011408514652200386
