,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CIBEST.CL,CNEC.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFCIBEST.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AGUAS-A.SN,AMZN,ANDINA-B.SN,BAC,BAP,BRK-B,BSANTANDER.SN,BVN,C,CBU7.L,CCU,CENCOSUD.SN,CFMITNIPSA.SN,CHILE.SN,COLBUN.SN,CONCHATORO.SN,COPEC.SN,CPAC,CSPX.L,ECL.SN,EIMI.L,ENELCHILE.SN,ENTEL.SN,F,FALABELLA.SN,GE,GOAU,GOOGL,IAM.SN,IJPA.L,ITAUCL.SN,JETS,JNJ,JPM,META,NKE,NVDA,PARAUCO.SN,PFE,SCCO,SGLD.L,SMU.SN,SUAS.L,URA,VAPORES.SN,VOLCABC1.LM,VOO
EXITO.CL,0.00030511078970524557,8.793591273270997e-05,0.00045857889814794644,-0.0003915694094317664,2.9166674877912965e-05,-0.00033383039813660834,0.0004174740654065321,0.0001710798619792168,1.438979378736022e-05,-0.0002082829337902163,0.0029978693765984996,0.00016021648888631058,0.00024057582652319738,0.00013720017194378576,3.6649589423684104e-05,0.00017365424975729663,0.00019363358477943662,0.00029520735818211555,2.9425475956378527e-05,-0.00012949232172687752,0.0004814625255351063,5.3734791467176e-05,0.00020367805707712652,0.00013404744655455604,0.0003150105305738828,8.615024604825667e-05,0.00022917497356766384,-0.00026377507310907923,7.685043753068353e-06,-4.740573241745772e-05,0.000151491553021338,-0.00012970056735465456,0.0001774585936534763,0.00015006217063820237,-0.00010313237944328853,-6.221379844590989e-05,4.7072559500150616e-05,0.0001823925318184649,-4.1341634798234875e-05,8.293203521622032e-05,-0.00017371148499257272,4.9298014243803654e-05,3.9763593253924764e-05,-0.00011462100000428352,0.0001464795931033278,7.587079942330978e-05,-0.00013016176627449013,7.347229304566677e-05,0.0001047698831750029,7.486961613141545e-05,-7.970812571681092e-05,0.00031477505063558524,0.00019438946549282115,-7.502628871172926e-05,5.98044350941889e-05,-0.00012428178258426997,0.000258384169610305,-3.720478319487948e-05,4.020136023179332e-05,-3.7843005250231757e-06,0.0002442648143634985,4.243599283981722e-05,3.256103341842422e-06,-0.00011353041127356955,0.00022296030777311,-6.358786012976823e-06,0.00016537810377459383,4.5955131439354466e-05,1.2660274336877228e-05,-6.564511662989908e-05,-7.585801718706716e-05,4.682764022730577e-05,-9.351103292063029e-05,0.00046211740781578126,0.00013000373271791592,6.838997634347553e-05
GEB.CL,0.0003949106776024183,0.0005966354556217458,0.001137431440282503,0.0005489014141135915,0.00025356133877572435,-0.00014647103354170654,0.0007916000938734515,0.00041685064921022195,0.00020462960554800522,0.00026789908141432384,0.00016021648888631058,0.0017537050521793003,0.0010017134780893283,0.0006779585653095326,0.00013210261402784654,0.0005751029321634004,0.00032790424451031457,0.0003465870565812175,0.00036876068533805604,0.0007298950785919698,-0.0003941974866632361,0.0002933385436583941,0.0005065597126143706,0.0007057954196275228,0.0006973361029471742,0.000612279109029712,0.0007383364379421868,0.0003997333825447082,0.0002461744420977495,-4.209000787184713e-05,0.0001843974826712075,0.0001405673542309966,0.00020079525292523675,0.00017441149793908216,0.00011825534751167044,0.00015431620149220743,0.00042109456165773964,0.0002487833516182309,4.667961718002368e-05,0.00023642941136554452,6.33362275209579e-05,4.1556059422588506e-05,8.16161704895769e-05,5.63377595422954e-05,5.171439011523955e-05,2.2654549103789138e-05,-0.00029517627609192143,9.311412391514966e-05,3.32748363460062e-05,8.113588884447116e-05,2.3193011938615355e-05,2.9793922560498672e-05,0.0004261865507368248,-8.368070300185088e-05,0.00011971868920441215,0.0004734559024655795,0.0002218937090922993,-0.00017597423127547028,8.588396007182922e-05,0.0001341663880062568,-5.614917037627984e-05,0.00011935660303078423,9.653543967808894e-05,0.0002334337553837,0.00017387475124796135,-5.0263580362084206e-05,6.746277584163527e-05,5.160286937208621e-05,4.690539346339203e-05,0.0001866756505227088,-2.460366522122144e-05,8.366950817388493e-05,0.0003049728053129468,8.025517261452494e-05,1.2931692622585911e-05,0.0001108721837195402
GRUBOLIVAR.CL,0.00024213946521225733,0.0005745062752588596,0.0009958989664911838,8.614607880315532e-05,0.00021292720171797434,-7.352632806810656e-05,0.0005248502591921596,-3.4415661837969454e-05,0.00020315486319384928,0.00023623467339713963,0.00024057582652319738,0.0010017134780893283,0.002198627924911373,0.0006317380328352042,3.011795183542228e-05,0.0007275307622877415,0.0002818828474581422,0.00025091470288110486,0.0001356020594902385,0.000777689089674336,-0.0006250799744829582,0.00036019220667147156,0.000348164336191203,0.0006127519225409655,0.0007664440821740535,0.0006409013757157398,0.000796364498380187,0.0007089656812261076,0.00018838584612564498,-3.194525577853448e-05,9.113614283135204e-05,2.1343341189201538e-05,7.488914803145918e-05,0.00028885188973108093,-4.021527687928465e-05,-2.6168636807638957e-05,0.0002865992645859987,7.542631773845052e-05,4.0236271662246205e-05,5.172743718389926e-05,9.959360483546785e-06,1.852227151829422e-05,4.783218211720839e-05,-2.395354201354108e-05,4.34666861839393e-05,2.8435721142817033e-05,-0.0002625445814324573,4.9881975048220155e-05,-9.755785051369951e-05,2.518003833656579e-05,-2.799977495276615e-05,-0.0001701539118669378,0.0002705144880284366,9.411665178513944e-05,-5.220534043253509e-05,0.00012399409903759943,7.783633068937094e-05,-6.429569365149922e-05,5.67883643955933e-05,6.035792690423867e-05,4.004123675044719e-05,1.3875506421846544e-05,-1.8701844983972813e-05,0.00012821955160752235,-7.52736610761937e-05,0.00021091903610733344,-5.642449469063874e-05,-0.00020525144348761156,-9.015487070842549e-05,0.00011234847702437463,-8.568729115662099e-06,6.142581933543893e-05,-6.704828747931956e-05,-0.0001369076560651582,-8.931867319160569e-05,4.005009926533941e-05
GRUPOARGOS.CL,0.0001353828672735751,0.00020676257649349897,0.0009354570901858496,0.000995482323611833,0.0005056385711783395,-0.00024478915564155615,0.0005060857197761417,0.0002623599520864915,0.00019409083098104155,0.00017235988109587453,0.00013720017194378576,0.0006779585653095326,0.0006317380328352042,0.0030505286821467833,4.967955916857238e-05,0.0011976703206144166,0.00037827035994081803,0.00048037636256302645,0.0005135313593096087,0.0006068929102781983,-0.00029688443375245173,0.00010871097771731405,0.00042664835433933875,0.0006992080004887553,0.0008571150634124308,0.002420162107011472,0.001577716068979814,0.0007207632663604593,0.00020763381049248292,-0.00010478173761039385,-0.0002812911765880102,0.0001484288252165129,7.00313833941512e-05,0.00018624212055759392,-0.0001284693100469561,0.00010584265941514641,0.0003442358398860244,5.296471500351131e-05,2.476396174739589e-05,7.215998402681451e-05,2.5687672216713645e-05,2.1019491729797644e-05,0.00018978986188871526,-4.6858320628073046e-05,3.8491073603224706e-05,-0.0001243765951076172,-0.0003672569183419498,-4.044727544653982e-05,7.953157154916445e-05,-2.1611292599226444e-05,0.00014915460982045805,-6.727895261735128e-05,8.253754338568409e-05,0.0001497732145406273,-2.5821421868130075e-05,9.062548328358823e-05,-0.000222757290527663,-0.0001271012575138554,-0.0001719848445994266,-1.8270217263418214e-05,3.482628150768985e-05,1.3667079243239147e-05,3.129977443870718e-05,-4.534223402009465e-05,-4.464871085482335e-05,-0.00022244235915399617,4.873672389905714e-05,-0.00022415404334751263,-0.00014447527263654946,0.00014419267426827583,-0.00010071255340820321,-2.6094116565491656e-05,-3.201692656431077e-05,-0.00010134682819606163,-0.0003400471634405557,-8.623512511909377e-05
GRUPOAVAL.CL,0.00041018910963019694,6.936799984743285e-05,0.00011845406600470065,-0.00016936677918292402,0.0005565182524213222,0.00040191094608152855,0.0006890086870594552,0.00044329199650473236,0.0003746617532604347,0.00015035672879710476,3.6649589423684104e-05,0.00013210261402784654,3.011795183542228e-05,4.967955916857238e-05,0.0018321913640572244,0.00020016644669098834,0.00031789557494327827,0.00041382374477488566,0.000490895620619792,0.00039500100040880176,0.00015889252476920497,0.0007533744484166831,0.0005518824467327177,0.00032034768207822264,0.0004891134297170749,0.0002472421671184467,0.0005087018519747864,-0.00015706410804585682,-0.0001084659877075402,-7.172035791954793e-05,0.00010588653047037827,0.00014516170343040443,0.00034442264702045375,-7.945411562890825e-05,0.00011107137389652857,8.301177685655392e-05,-0.00034557210052819015,0.00038375026927481195,-7.073323760361896e-06,2.4351975647679205e-05,4.095910997330909e-05,0.0001226272637317494,0.00022720019213831388,0.0001657727073066095,3.220998584266843e-05,2.967679839329686e-05,-7.376165478626076e-05,0.00011480836096618964,0.00011586956264478344,0.00011558353717434412,0.0002064582616392069,1.9204177051524386e-05,0.00024122480093625057,0.00017810141386870028,0.00012488439704558146,3.210617983053585e-05,8.771094124647132e-06,7.516034945749653e-05,0.00014515020650289468,6.116487444428509e-05,0.0002782164074559391,0.0001605091164663808,0.00019803308298913468,8.847979268844668e-05,0.0004761598748962131,-0.0002613691070694159,0.00020705564500174327,0.00019985522236693414,9.049240707317912e-05,4.591211122097378e-05,6.439117978229158e-05,0.0001252948450968132,0.00019072023259048476,0.0003078397575208641,-0.00034332723233013,9.482037087782674e-05
GRUPOSURA.CL,-3.093182800127525e-05,0.0004408235423770369,0.0006194917157826604,0.0009583480053132403,0.00028845068224148796,-0.0005121228033610126,0.0006789347540860337,0.0003960185393216907,0.0005720228761606393,0.0005791646141977403,0.00017365424975729663,0.0005751029321634004,0.0007275307622877415,0.0011976703206144166,0.00020016644669098834,0.003609395476472277,0.00037575750151777517,0.0003388071741157901,0.0006809182180068597,0.001305279618983735,-0.0011948319196132058,0.00017457112644767993,0.00042560661524049075,0.0014447360856228155,0.0009593893856493081,0.0014130726072807437,0.002084943906186664,0.0013674107613370933,0.00013615642393264972,-0.00022995263065082048,-0.0001838354871975348,-9.595029781352352e-05,2.2577449748489648e-05,-9.581346703386366e-05,5.715692319036744e-05,0.00010213449159475493,-9.760035680541947e-05,8.176117073614825e-05,-4.073685497210367e-05,0.0002459938662996934,0.00011178600436426413,2.990654191969676e-05,5.449327490059978e-05,0.0001428564921122878,5.8737337450714206e-05,0.00011002989093529914,-0.0005571701958884754,4.239032006674285e-05,-4.795081925182656e-05,5.909155124168428e-05,0.00016960476223858482,-0.0002312572799814336,7.205272755303527e-05,0.0002387545121612652,-0.0001556129654317516,0.00035715670229825717,1.1481607346428826e-05,-0.00017878531544758726,-0.0001457680156403572,-6.160192162391833e-05,0.0001409441735989621,1.6754355482329414e-05,0.00012350398417190105,-0.0003343969889682161,-5.5614580854274055e-06,-0.00014015856518244504,9.398263939777055e-05,-2.202709492142586e-05,-7.175702607569871e-06,0.00016945675445762096,3.542619796868531e-05,4.371586475896012e-05,-0.00015350274324957606,0.00032252055423085107,7.550673075777285e-05,1.3759426662841195e-05
HCOLSEL.CL,0.00024712687200319965,3.706267478650339e-05,0.00030869198951126914,0.00021576131917626752,0.0003506132340554861,1.702145227097273e-05,0.0005160454827830513,0.0003041831703592361,7.868429950671665e-05,7.752350536011184e-05,0.00019363358477943662,0.00032790424451031457,0.0002818828474581422,0.00037827035994081803,0.00031789557494327827,0.00037575750151777517,0.0004478230455340968,0.0003590792119944335,0.00045526896787478747,0.0003319969385250382,2.863943652770237e-05,0.0003711394516407555,0.0003961869766247341,0.00043428973547071507,0.00048012134889727996,0.0003890770923180804,0.0005079585572421584,0.0001531071766455885,0.00020459906741479407,-1.923218986863242e-05,7.148933348152657e-05,4.7306752203929926e-05,0.00014159856143379734,9.578062857739128e-05,5.1906156489837894e-05,4.365271387221536e-05,0.00012605260151760908,0.00019074669465231594,9.552300315586112e-06,8.359855412253209e-05,4.2138501371718795e-05,5.523695203086951e-05,5.4268054579688916e-05,3.903676855523118e-05,2.1721472121644867e-05,6.4826280612402e-05,-5.7853188916190644e-05,3.933148247989192e-05,2.9722902421265624e-05,7.287494483221863e-05,8.461997447206875e-05,9.870541900918835e-05,8.784422806616373e-05,9.665649072623548e-05,6.773544965540726e-05,9.133962974339415e-05,-2.8657239428987755e-05,1.7190946054163445e-05,4.673795947461029e-05,4.7134120634053114e-05,8.401433032825101e-05,9.208422035635817e-05,9.508336588937062e-05,-3.9275638611143166e-05,0.00010056644103070542,-0.00015344579958978657,0.00011477215818860987,5.090807762241228e-05,9.58210588711861e-05,3.1042742109477655e-05,2.0152500984792946e-05,3.576440866603027e-05,4.5722771409100484e-05,0.000140206100045911,-3.902104011313251e-05,1.3484140962531185e-05
ICOLCAP.CL,0.00033767484252474425,-7.293377194743925e-05,0.00038910071883187003,0.00028126890340104895,0.0006463595941118595,0.00016835862152918767,0.0004926983135742005,0.0003558191930181509,0.00011523023393409248,6.578982116380135e-05,0.00029520735818211555,0.0003465870565812175,0.00025091470288110486,0.00048037636256302645,0.00041382374477488566,0.0003388071741157901,0.0003590792119944335,0.0005660820081080977,0.000491495633097667,0.00037668189180136796,0.00020993499227043403,0.0004055400116917636,0.0006064456132555958,0.00042322228332381494,0.0005181104746322141,0.00041714891586204495,0.0006385440075828833,4.6598459391672133e-05,0.0001965195705026039,3.908267961165443e-05,1.1287233719793902e-05,0.00011272140394566123,0.00021839447854032053,0.0001718274129698083,6.790447711057675e-05,0.00012110536998214483,0.0002131095267966303,0.0003287122438610039,-4.817948978764721e-06,0.0001665980202620834,6.221384415588256e-05,0.00014322592671485635,0.00016983919824719063,0.00011920424535612667,0.00010732728241812568,9.396750277086963e-05,-8.350364206235199e-05,6.54375910200751e-05,0.00012784773288943818,0.00013536803836519575,0.00018296414364665515,3.4876473704177266e-05,0.0003181843025116182,0.00017166198758558965,0.00012987772552236078,0.00018151113976574268,-6.455796156516834e-05,6.091005323698971e-05,0.00011542067784299979,0.00014600491247477627,0.00016368671331009254,0.00010256641915938658,0.00015797729051504066,-0.00011643327683567033,0.00017798076069963946,-0.000247176169233124,0.0002476063030254208,2.5781611606629778e-05,0.00024518874782610906,6.829551120481227e-05,6.279420482714955e-05,6.767050863584336e-05,0.00021454182452690718,0.00024320326167217595,6.386828195220531e-05,3.3711243813026e-05
ISA.CL,0.00011704317821407206,8.089163623882785e-05,0.0003301749271893989,0.0003938635473892614,0.0006595939466135573,-6.204448953621443e-05,0.0006675153003800851,0.0003600756646320618,0.0003147664367466726,-5.1500731118617855e-05,2.9425475956378527e-05,0.00036876068533805604,0.0001356020594902385,0.0005135313593096087,0.000490895620619792,0.0006809182180068597,0.00045526896787478747,0.000491495633097667,0.0019515013889984856,0.0006905792735873263,0.00015803446627608947,0.0003939773856419328,0.0007633142053430368,0.0006444047748155643,0.0005225910671276774,0.0004887552789925848,0.000681752576800466,0.0004011713955493244,0.0003351123760739537,9.145739124642217e-05,-4.537241980976596e-05,0.00019160349317563208,0.00028982474895891436,0.00024588145403987095,0.00017613281281385118,0.000311468823739477,1.1117155513253071e-05,0.000422260794735409,-7.484728279541003e-06,0.00016220184135838195,9.642057030286348e-05,0.0001946076883418841,0.00029399892425652804,0.00023183849207603958,0.00017098585068531718,0.0003128278515412309,4.52789195593615e-05,8.207157233449429e-05,0.00017584312434056277,0.00010305149235282692,0.000260100211711497,0.0001383318241370035,0.00013390024445815015,0.00017715279276046513,0.00010421891671455866,0.00024245523026515008,-9.577739705220501e-05,0.00010934534503487048,0.0001691705441832303,0.0001256078363671305,0.0001846067046876749,0.00016067093169994372,0.00022888295048502843,-5.7608400936105674e-05,0.0002663481167510232,-0.0003372639564947898,0.00029343717422235054,0.00026533118032654157,0.0004111446127826588,4.5003080603474845e-05,0.000122345984562525,9.090361518548973e-05,0.00027195683328775315,0.00028795898239356054,-0.00014536818803165746,4.4931926228017604e-05
MINEROS.CL,7.017410664800852e-05,0.00041899193175018174,0.0006721021893122956,0.00055179330973387,0.00030526281116640644,0.0001594215069458761,0.0006752719503115963,0.0002491193079292044,0.0002092905715000163,0.0002358795977361957,-0.00012949232172687752,0.0007298950785919698,0.000777689089674336,0.0006068929102781983,0.00039500100040880176,0.001305279618983735,0.0003319969385250382,0.00037668189180136796,0.0006905792735873263,0.004356902483562879,-0.0008718412164758635,0.000421239164869728,0.00030175319068776797,0.001153985502012544,0.0009804022086372167,0.00039992054386437943,0.0010486646059417939,0.0012632404823429866,0.0001711287268613639,-8.508684433339205e-05,-0.00011406656951828286,-0.00023875877888772997,-3.669348245156348e-05,-2.600931053988249e-05,8.10151862755732e-07,-1.3860096130861588e-05,0.00010165143330416877,2.724789540792064e-05,2.356344743210823e-05,-0.00010458011291251936,-0.00022512650364335432,7.001583674997573e-05,1.6457737175247096e-05,-6.361931837746103e-05,-0.00012279706748637235,0.00011820553985682061,3.410157616363882e-05,1.5157147776320514e-05,-0.00010510858758962587,5.13826500798535e-05,9.956636415857855e-06,-0.0003010749756775771,0.00024293188847334356,0.0003769460893194819,3.9336421292121276e-05,0.0005626423735805192,0.0002015208243315659,-0.00012751712439147803,2.3429330402085156e-05,0.00010985341367056805,-6.519449812335601e-05,0.00012860409816908245,-0.00010400600791536068,-0.0002800008773592257,0.00035477942880779033,-0.0004888485876065192,0.00019837115946864787,-0.0002589838682340242,-5.7963515411929545e-06,0.00039380403900618515,0.0002860348991132419,4.772453251816904e-05,-0.00016107482481256155,0.0004780975682903661,8.641650582411215e-05,-4.539766488792928e-05
NUTRESA.CL,0.0007467382602437654,-0.0003611155494908754,-0.0007043106419137304,-0.0008593077802571032,0.00040690544100262065,-0.00028028660571878625,-1.3817228173834402e-05,-3.29268612027429e-05,-0.0004248449024962703,-0.00037989181915066243,0.0004814625255351063,-0.0003941974866632361,-0.0006250799744829582,-0.00029688443375245173,0.00015889252476920497,-0.0011948319196132058,2.863943652770237e-05,0.00020993499227043403,0.00015803446627608947,-0.0008718412164758635,0.007115659531855026,0.00016690857620479697,0.0001892566425194298,-0.00041206231747965204,-0.00043617989020135737,-0.00041907694314991244,-0.0007912532081011702,-0.0012570013761560835,-0.00012983586052146137,-2.1597679150963477e-06,-0.0003107841356631613,0.00032446544319178564,-7.994012453366967e-05,-9.835793563746439e-05,4.641260435135411e-05,3.850240141260604e-05,-3.95680258322857e-05,-5.910090576397989e-05,1.5387999856696397e-05,0.0003717102734460201,-4.15176776086933e-05,8.277924998674759e-05,0.00017746114143244484,-1.1113925161648896e-05,-0.00010912465664130697,4.779773258094362e-05,0.0002239313718254326,-0.00012849336600372413,0.0002742383297398023,-0.00012243417112912957,0.00021121959597590753,0.00019783846987566167,-0.00034488098011199747,0.00012680970305228615,5.527841685681607e-05,-0.00020604030838226612,-0.0005013860567625784,0.00011576232569740604,0.00011814838594338608,0.00023363286410049518,-0.00010632791338009964,0.00022568472242305332,-7.423141427987205e-06,-0.0005426126495518937,8.74370122423923e-06,-4.884202753917581e-05,-7.693624513856915e-05,4.7101077853910275e-06,4.572519819990612e-05,-5.2277302147049535e-05,-0.0003108725771715339,-0.0001444207189069641,0.0002650691597368613,0.0004096928784629844,0.0008025860142385769,-9.725659318960176e-05
PFAVAL.CL,0.0005473723146929178,0.00011667695544923184,0.00017108762079204602,-0.00014651270654869638,0.0006050051241530001,3.564589911197458e-05,0.0008410339133502503,0.0002867887087493068,0.00027606557737478555,0.0001739245134170194,5.3734791467176e-05,0.0002933385436583941,0.00036019220667147156,0.00010871097771731405,0.0007533744484166831,0.00017457112644767993,0.0003711394516407555,0.0004055400116917636,0.0003939773856419328,0.000421239164869728,0.00016690857620479697,0.0012893759971695363,0.0005922961397109711,0.00035003550984230336,0.000529953863569154,0.00011336246442475637,0.00018278589438669855,-3.0864587427591854e-05,0.0001365966805663535,1.3022917857430228e-05,7.854918126056627e-05,0.000179942120338161,0.00018322241964133451,0.00016992687614971678,1.2263436362412916e-05,0.00014383276857269305,-0.0001899517332012129,0.00023529101070901177,7.179964073365688e-06,5.673445713585093e-05,9.440891915736602e-05,0.0001158760089116768,0.0002622610296318211,-1.2831817525358292e-05,0.00010149142230521217,-3.9667201648069525e-07,-5.597788213553056e-05,9.116780503190557e-05,5.309338338046125e-05,0.00013422407598871348,8.139875593267295e-05,0.0001619303649089768,0.0002563065505080381,7.073796081605328e-05,0.00010146188989061276,-1.118827030601809e-05,-0.0001102811081988988,4.965705277007853e-05,0.00017827888569838576,9.039893689537157e-05,0.00014684976480972396,0.00015604849007892134,0.00010688337917947772,3.103373108928541e-05,0.00022815203398867415,-0.00025608524251466126,0.00021656490882923955,5.4467278060488865e-05,-7.32946617513644e-05,1.2582443383672179e-05,4.5481689741789515e-05,0.00011415205593190054,6.955223896511263e-05,6.285729249731348e-05,-0.00010989644285311393,4.8646352389328155e-05
PFCIBEST.CL,0.0004023781560752257,0.00015628626069030677,0.00041170141892426355,0.00016524201597284584,0.0011848779034513872,0.00016347268039056877,0.0007315541240632586,0.00028338444302259357,0.0004023369777335538,0.00010300803234519033,0.00020367805707712652,0.0005065597126143706,0.000348164336191203,0.00042664835433933875,0.0005518824467327177,0.00042560661524049075,0.0003961869766247341,0.0006064456132555958,0.0007633142053430368,0.00030175319068776797,0.0001892566425194298,0.0005922961397109711,0.0013472922456775605,0.0006101656073876046,0.0006068495671774145,0.0004390235550445248,0.0005621817437007118,9.471693464013936e-05,0.0003488569211446842,-7.233775621837416e-06,4.143775871674609e-05,0.00017656662037240963,0.0002509141999420666,0.00022046087963628345,0.0001258630957037707,0.00019963705211917918,7.179122626129008e-05,0.0003923544223298267,1.6986404930571715e-05,0.0002274314845262037,8.760008037165742e-05,0.00017896155924794206,0.0003197682226042813,5.019280108847988e-05,0.00014916647190929376,6.798071472224483e-05,-6.99626987893733e-05,7.766049186894974e-05,0.00011093031620582033,0.00018422766215285078,0.00018696203576102944,5.572732502068253e-05,0.00040510567903736427,0.00016486299364367442,4.9848533885379056e-05,0.00016782782711850054,1.8992577850025043e-05,-3.496692434657954e-05,0.00015934320572069864,0.00014442777056567835,0.00012943138593042732,0.00014429496570273303,0.00018314693690409112,-5.657438048694382e-06,0.00022186661452738618,-0.0003584865272608715,0.00022278680738010523,0.00016036166826197633,0.00023935643238449868,4.546432922442116e-05,0.00012782602399748186,8.135803380050195e-05,0.00024093947970977122,0.00023204946463814666,0.00017004148798179726,3.813161095228001e-05
PFCORFICOL.CL,0.00010432692538763913,0.00023364379598375508,0.0005290217374559512,0.0007600841189008787,0.0005062765628610128,-0.0002670111865194974,0.001214012228820872,0.0005596230307756314,0.00037440382464410787,0.0001921070324619948,0.00013404744655455604,0.0007057954196275228,0.0006127519225409655,0.0006992080004887553,0.00032034768207822264,0.0014447360856228155,0.00043428973547071507,0.00042322228332381494,0.0006444047748155643,0.001153985502012544,-0.00041206231747965204,0.00035003550984230336,0.0006101656073876046,0.002081260894498758,0.0007553486484718978,0.0007362825404582456,0.001227892700023351,0.0012893718996904936,0.00015176150734299228,-9.182550227285166e-05,4.2405946988985883e-05,-0.00010476087180054588,0.00023616651518956443,0.0002516847004797325,0.00011477490381977921,0.00019458425883069007,0.00018167690997645711,0.000331079238667438,-2.979794131590769e-05,0.00010898832345273178,4.346692978674875e-05,8.533627422968304e-05,0.0001568114672826268,0.0001305340758166348,5.566334390092206e-05,0.00013317102423825736,-0.0003511306251464124,3.8425444762482634e-05,0.00012196525276181184,5.9101956178462785e-05,0.00019591926066301924,-0.0002015603496488258,0.00013260903982730972,0.00022846722479172066,0.0001499240606083551,0.00042975379401592625,5.434652401992448e-05,-7.319569950454621e-05,7.088785412729905e-05,6.646449947393893e-05,0.0001584487488210449,0.0001332688373258159,0.00022697382672543504,4.2280738387894754e-05,7.355020715070722e-05,-0.00034941807228094836,0.00022092937073420524,-0.0001428960044875635,0.00034057941231046933,0.00019549228186436336,0.00013446114941606074,2.323059213333068e-05,0.0003667599788892641,0.00023137227153710973,-0.00023451162213431213,2.432175659324117e-05
PFDAVVNDA.CL,0.0003004939863354508,0.00011193316036124195,0.0009583141337419073,0.0005246243303333284,0.0005218066390758094,-2.0079201066078296e-05,0.0006833018377831857,0.0004575748173722944,0.0003074754519023794,0.0004844723581139978,0.0003150105305738828,0.0006973361029471742,0.0007664440821740535,0.0008571150634124308,0.0004891134297170749,0.0009593893856493081,0.00048012134889727996,0.0005181104746322141,0.0005225910671276774,0.0009804022086372167,-0.00043617989020135737,0.000529953863569154,0.0006068495671774145,0.0007553486484718978,0.0016723891184711164,0.0008168027334415904,0.0010392675900645384,0.0006159441877291975,0.00028521528231430264,-0.000134192844577572,-2.3001718044010412e-05,8.932605371629957e-05,0.00010662655138825128,0.00014683039251820894,-4.673691873453907e-05,2.8245441772203164e-05,0.00037243284542829363,0.0001454910899704525,2.1115651872940112e-05,9.87772129852242e-05,-9.70873944023971e-05,5.998026012853739e-05,0.00017728632651065594,6.83298477796849e-05,3.3276028834057556e-05,5.1243635071995396e-05,-0.00022694302064969383,0.00010703340622860729,0.00010541705763923088,0.00018381220469549105,0.00018021852891890087,2.8053253321796513e-05,0.00028532537929808454,0.00012917644080062248,6.945846538460008e-05,0.00026154591569465353,-6.476407539685966e-05,-8.062489557729129e-05,9.525752424503264e-05,3.6747356283870786e-05,0.00012245079954287223,5.581588036786275e-05,-1.8804469119014886e-05,2.010660481406356e-05,0.0002516685117481471,1.725936925485876e-05,7.512020432089335e-05,6.754142755630738e-05,0.00018610500635549187,0.00016420726798417658,0.00011401897517673058,0.00012776591118751079,0.00012671038873093794,0.00014125595566812153,-4.651617454091077e-05,5.9956807949445154e-05
PFGRUPOARG.CL,-6.305969849850938e-05,0.0003119187519915466,0.0008868147792251045,0.0007368090250762448,0.0005046518783990019,-0.0001896070454340396,0.000623864279820434,0.00024833865096797556,0.0002998552576209564,0.00043880571971854633,8.615024604825667e-05,0.000612279109029712,0.0006409013757157398,0.002420162107011472,0.0002472421671184467,0.0014130726072807437,0.0003890770923180804,0.00041714891586204495,0.0004887552789925848,0.00039992054386437943,-0.00041907694314991244,0.00011336246442475637,0.0004390235550445248,0.0007362825404582456,0.0008168027334415904,0.003052836067425064,0.002026648249422016,0.0007121603835850657,0.0001929925368160729,-0.00022302792234028265,-0.00014389720078777959,6.905619799431301e-05,-0.00016342612181333943,-5.1938783063709514e-05,-0.00011538762071766149,0.00016760062573080567,0.000135925767302518,-5.779041846348507e-05,5.359250755955388e-06,8.03031347078528e-05,0.0001253763353093723,3.702458320012748e-05,0.00014921240897967873,-2.8831092103182278e-05,-4.499726481304647e-05,-0.0001249701969092875,-0.00030458522726308315,-5.2120226769322276e-05,7.971134491158441e-05,-1.0947593998113241e-05,0.00020110046315164693,-0.00010887606789405279,-9.175789451401361e-05,0.000160866311829122,-0.00022497190917581701,-8.196068514608599e-05,-2.256778586048379e-05,-4.5860023543707895e-05,-0.00020096200208019125,3.510638190210598e-05,-6.710180588697615e-05,-6.031665313569411e-05,-8.338887186016639e-05,-8.830611940878058e-05,-7.232558356058814e-06,-0.00014357952444634195,0.00015071551636149842,-0.00019074554362147572,-0.0001841185733569413,5.069609695374084e-05,-1.6193347062545765e-05,-6.264601894862561e-05,-0.0001723377565788037,3.557655049211695e-05,-0.0005432117169578687,-8.208626997858705e-05
