CNEC.CL,0.06738749955422763
AAPL,-0.09017509799289403
AMZN,0.2505628089014664
BAC,0.3325306654943023
BAP,0.4105734106275145
BRK-B,-0.1968172287475557
BVN,0.6292931594951789
C,0.6483648631770018
CBU7.L,1.3527745034842922
CFMITNIPSA.SN,-0.017456544774502425
CSPX.L,-0.17987364594779953
EIMI.L,0.08548808026602162
F,0.8544505858227232
GOOGL,-0.5504375313295347
IJPA.L,-0.019057285762194676
JETS,0.0031824789317582702
JNJ,-0.17891150234985886
JPM,0.22130560278562217
META,-0.11505765439621218
NKE,-0.0323816559344039
NVDA,0.03402996432113192
PBR,1.105071259944241
PFE,0.6374804936191962
SCCO,0.5603101329662887
SGLD.L,0.13056153416570604
SPXS.L,-0.4099608785287776
SUAS.L,0.48822082652121956
URA,-0.1670170664287287
VOLCABC1.LM,0.6084305007217177
VOO,-0.17522978583562254
