Date,CNEC.CL,AAPL,AMZN,BAC,BAP,BRK-B,BVN,C,CBU7.L,CFMITNIPSA.SN,CSPX.L,EIMI.L,F,GOOGL,IJPA.L,JETS,JNJ,JPM,META,NKE,NVDA,PBR,PFE,SCCO,SGLD.L,SPXS.L,SUAS.L,URA,VOLCABC1.LM,VOO
2015-12-13,30596.7578125,23.906463623046875,33.207000732421875,13.461525917053223,74.19127655029297,129.52999877929688,3.80908203125,38.252803802490234,121.06500244140625,2370.83837890625,187.9949951171875,19.950000762939453,7.973476409912109,37.5587158203125,32.94499969482422,23.53331184387207,77.28804016113281,49.13779830932617,103.40255737304688,56.56001281738281,0.783977746963501,1.2870980501174927,19.71982192993164,16.680313110351562,104.61000061035156,343.9150085449219,5.090000152587891,9.865522384643555,0.20700807869434357,155.16152954101562
2015-12-20,30596.7578125,23.906463623046875,33.207000732421875,13.461525917053223,74.19127655029297,129.52999877929688,3.80908203125,38.252803802490234,121.06500244140625,2434.18017578125,187.9949951171875,19.950000762939453,7.973476409912109,37.5587158203125,32.94499969482422,23.53331184387207,77.28804016113281,49.13779830932617,103.40255737304688,56.56001281738281,0.783977746963501,1.2870980501174927,19.71982192993164,16.680313110351562,104.61000061035156,343.9150085449219,5.090000152587891,9.865522384643555,0.20700807869434357,155.16152954101562
2015-12-27,32296.578125,24.357406616210938,33.13949966430664,13.87115478515625,77.15460968017578,133.88999938964844,4.091235637664795,39.37327575683594,120.91999816894531,2454.9736328125,191.61000061035156,20.34000015258789,8.268149375915527,38.004844665527344,33.084999084472656,24.3145809173584,78.62984466552734,50.81639862060547,104.37654113769531,55.60942077636719,0.8091017007827759,1.340357780456543,20.108184814453125,18.034042358398438,105.28500366210938,350.4549865722656,5.090000152587891,10.263981819152832,0.1975986212491989,158.6198272705078
2016-01-03,29996.8203125,23.732858657836914,33.794498443603516,13.517749786376953,75.10188293457031,132.0399932861328,4.025399684906006,38.65618896484375,120.70500183105469,2471.324951171875,191.52499389648438,20.047500610351562,8.141034126281738,38.60878372192383,33.404998779296875,23.742918014526367,77.87174987792969,50.38148498535156,104.01876068115234,55.01089859008789,0.8039793372154236,1.2723040580749512,19.898590087890625,17.504610061645508,104.06999969482422,350.2900085449219,5.090000152587891,10.323010444641113,0.1778387576341629,158.22738647460938
2016-01-10,28796.951171875,21.861467361450195,30.352500915527344,12.20854377746582,69.05175018310547,128.3300018310547,3.978374481201172,34.45816421508789,121.80999755859375,2389.69384765625,179.97999572753906,18.479999542236328,7.245463848114014,36.271446228027344,31.59000015258789,21.960235595703125,74.41484069824219,44.95649719238281,96.7336654663086,51.815860748291016,0.7227522134780884,1.109567642211914,19.10955238342285,16.130779266357422,108.36000061035156,328.80999755859375,5.090000152587891,9.89844799041748,0.1599607765674591,148.95025634765625
2016-01-17,25647.28125,21.899799346923828,28.509000778198242,11.614179611206055,67.5315170288086,126.13999938964844,3.536332845687866,31.724225997924805,122.58000183105469,2338.498779296875,174.75999450683594,17.709999084472656,6.916123390197754,35.25810241699219,30.729999542236328,20.967679977416992,73.53545379638672,43.81401062011719,94.38813781738281,50.66284942626953,0.6612828969955444,0.967542827129364,18.9924259185791,15.219365119934082,106.76000213623047,319.6199951171875,5.090000152587891,8.950003623962402,0.15807890892028809,145.71681213378906
2016-01-24,27947.041015625,22.867061614990234,29.819000244140625,10.891308784484863,70.29417419433594,127.04000091552734,3.4328761100769043,30.670984268188477,122.38999938964844,2369.9765625,176.60499572753906,18.15999984741211,7.014348030090332,36.99348449707031,30.7450008392334,21.540307998657227,73.3459243774414,43.744869232177734,97.33993530273438,53.58502197265625,0.6939688920974731,0.8965303897857666,18.930784225463867,15.829211235046387,107.88500213623047,323.0799865722656,5.090000152587891,9.236042022705078,0.17031118273735046,147.8413848876953
2016-01-31,29946.82421875,21.9471435546875,29.350000381469727,11.357158660888672,78.21955871582031,129.77000427246094,3.7620561122894287,31.806379318237305,123.23999786376953,2485.808349609375,178.2100067138672,18.700000762939453,6.8987884521484375,37.78202819824219,31.334999084472656,21.301713943481445,79.1756820678711,45.70358657836914,111.52249908447266,54.57962417602539,0.7144585251808167,1.026719570159912,18.795167922973633,17.370576858520508,109.4800033569336,325.635009765625,5.090000152587891,9.60488224029541,0.21924036741256714,150.4569549560547
2016-02-07,30546.765625,21.19858741760254,25.10650062561035,10.40135669708252,76.62212371826172,126.55999755859375,4.570898056030273,29.811359405517578,123.62000274658203,2454.222412109375,175.49000549316406,18.639999389648438,6.838799953460693,34.92411804199219,30.174999237060547,20.404600143432617,76.21912384033203,44.359375,103.432373046875,50.319576263427734,0.6446959376335144,0.9586662650108337,17.89516830444336,17.759273529052734,113.375,321.20001220703125,5.090000152587891,9.612409591674805,0.27287429571151733,145.8522491455078
2016-02-14,29746.849609375,21.30681800842285,25.354000091552734,9.598166465759277,85.46581268310547,128.07000732421875,5.163421630859375,28.076213836669922,124.1500015258789,2461.595947265625,172.9949951171875,18.06999969482422,6.898526668548584,35.07944869995117,28.299999237060547,20.709999084472656,77.18946838378906,44.159664154052734,101.38499450683594,49.65945053100586,0.6276208758354187,0.9231598377227783,18.280550003051758,17.672147750854492,121.0999984741211,316.5050048828125,5.090000152587891,9.055384635925293,0.27287429571151733,144.86195373535156
