Date,BOGOTA.CL,BVC.CL,CELSIA.CL,CEMARGOS.CL,CIBEST.CL,CNEC.CL,CONCONCRET.CL,CORFICOLCF.CL,ECOPETROL.CL,ENKA.CL,ETB.CL,EXITO.CL,GEB.CL,GRUBOLIVAR.CL,GRUPOARGOS.CL,GRUPOAVAL.CL,GRUPOSURA.CL,HCOLSEL.CL,ICOLCAP.CL,ISA.CL,MINEROS.CL,NUTRESA.CL,PFAVAL.CL,PFCIBEST.CL,PFCORFICOL.CL,PFDAVVNDA.CL,PFGRUPOARG.CL,PFGRUPSURA.CL,PROMIGAS.CL,TERPEL.CL,AAPL,AGUAS-A.SN,AMZN,ANDINA-B.SN,BAC,BAP,BRK-B,BSANTANDER.SN,BVN,C,CBU7.L,CENCOSUD.SN,CFMITNIPSA.SN,CHILE.SN,COLBUN.SN,CONCHATORO.SN,COPEC.SN,CPAC,CSPX.L,ECL.SN,EIMI.L,ENELCHILE.SN,ENTEL.SN,F,FALABELLA.SN,GE,GOOGL,IAM.SN,IJPA.L,ITAUCL.SN,JETS,JNJ,JPM,META,NKE,NVDA,PARAUCO.SN,PBR,PFE,RIPLEY.SN,SCCO,SGLD.L,SMU.SN,SPXS.L,SUAS.L,URA,VAPORES.SN,VOLCABC1.LM,VOO
2015-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026717045513756865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-27,0.010187037658439202,0.017751606691899458,0.09433998727133219,0.02315752896995238,0.01679162798226641,0.055555569740972865,-0.05069142603143917,0.030219808972392403,0.01298719697133377,0.0,0.0019304979289791468,0.026645845397328616,-0.008695378160127998,0.0,0.007500010877195207,-0.029914719693863945,0.030445011233069863,0.0,0.028164925042179823,-0.002824596321710948,0.036517023600851406,0.005361534340734941,-0.01333313859038776,-0.011413467654022513,0.04838734430057512,0.01385017115637277,-0.022576334031622847,-0.007766035095143953,-0.0068213970570790705,-0.021052464179341368,0.01886280632194115,0.016918553275839576,-0.0020327360684919693,-0.030549769888516987,0.030429601415698615,0.03994180000224179,0.03366016097769342,0.03145274995161773,0.0740739117981668,0.029291237320302255,-0.0011977389793645932,-0.008373868757546421,0.008542283450556853,0.017319191739125994,-0.03810032034682198,0.004593284077631488,0.017214254841716237,0.007143004323329372,0.019229264539253554,-0.0002975267985693142,0.019548840838789827,0.0,0.001132998963123244,0.03695664862532233,0.013687479993060636,0.02577967733806208,0.011878170897780427,0.01451733464327476,0.004249488266665047,0.0,0.03319843287122226,0.01736108848920348,0.03416108106253324,0.009419339225185563,-0.016806786166842502,0.03204676907805726,-0.01969595217091691,0.04137969934317631,0.019694036077070765,0.006055054600597076,0.08115730436779223,0.00645256713334752,0.0,0.01901626234636833,0.0,0.04038908625148019,-0.01845042688110965,-0.04545454218256928,0.02228837096232672
2016-01-03,0.0038678499547433187,-0.01162784793844962,-0.03448283707367594,0.0,-0.028323607123621142,-0.07120747602421118,0.048543813214395604,0.026133384581660035,-0.05128212987798875,0.03809526220702719,0.0,0.030534195217004623,0.0058478896773077604,0.0,0.004962840620852171,-0.03522945514469367,0.017374370113043547,0.0,0.0,0.04532561645450084,0.0,0.00533247150076388,-0.013563357475108173,-0.031677629092008774,0.0,-0.007285719815372627,0.03804370001176416,0.050921377469302476,-0.019607678163680697,-0.09032259676919008,-0.02564098749159771,0.006477528487591977,0.01976489645081614,0.0003321531344784301,-0.02547769124150223,-0.02660536750966025,-0.013817358368429788,-0.0006287399419574458,-0.01609194839639383,-0.018212525582601224,-0.0017780048060390685,0.004115875324272711,0.006660486345281935,0.03261792770266703,0.04554156442686419,0.014038841848915684,0.001102815059719875,0.08510634798671668,-0.00044364445277600417,-0.003990823394523946,-0.01438050835998217,0.0,-0.01688363538564086,-0.015374087217638555,-0.0019888140355068806,0.010379136756070828,0.015891107086783984,0.000711047737419479,0.009672047866986277,0.0,-0.023511114782320375,-0.00964131101647736,-0.008558529275184634,-0.0034277860967913965,-0.010762963863375719,-0.006330926708467688,0.024678963277542376,-0.050772803630394714,-0.010423353897754617,0.017775140181609528,-0.029357383454651442,-0.011540142708114987,0.0,-0.00047075383049155484,0.0,0.005751045405997468,0.03007527182891434,-0.10000000754112615,-0.002474096729592201
2016-01-10,-0.008403919988253739,0.029411613616885823,0.07142840311488041,-0.07304528204114769,-0.051477491249397156,-0.03999987759119261,-0.0092593442085801,-0.05145518291661111,-0.06756750844299375,0.0,-0.0038535565749712175,-0.06666660141121439,0.014534836194795897,0.0,-0.03703692592939123,-0.05045878372500634,-0.08907577878607209,0.0,-0.04881880578210562,-0.02710026986474645,0.0677505167257153,-0.006187945488471791,-0.06880734833183366,-0.03888913111664516,0.0,-0.03211016891927998,-0.0379583078341299,-0.046551763934499,0.0,-0.007092232680179444,-0.07885233394624203,-0.02406622595351915,-0.10185082444174165,-0.07790143858293075,-0.0968508834384948,-0.08055900218554835,-0.028097482912154637,-0.03365830623365229,-0.011682120382024097,-0.1085990332252823,0.009154514815265635,-0.04565372502979048,-0.033031311190750756,-0.03158760547111006,-0.06973997085367023,-0.016391591573752473,-0.059442517996014854,-0.152941254926948,-0.06027932926177337,-0.03598111162624107,-0.07818935131025029,0.0,0.026935363284170455,-0.11000694313226755,-0.00969869512100352,-0.08667694650099544,-0.06053900870669582,-0.006214230788524344,-0.05433314453026861,0.0,-0.07508270119673421,-0.0443923397779874,-0.10767820350166468,-0.0700363585101218,-0.05808008819497035,-0.10103135737127866,-0.04064829022818883,-0.1279068590799467,-0.03965294530831842,-0.0029565482024426215,-0.07848394168449935,0.04122226317005273,0.0,-0.0613206499253417,0.0,-0.04112777532294676,0.08905125046190299,-0.10052916082264307,-0.05863163345898925
2016-01-17,-0.01694852458413154,-0.028571285992730067,0.021885436198538555,0.07066171607329186,0.0030147910681783685,-0.10937511763228513,-0.05140187269131058,0.020639950498590576,-0.046376883573621686,-0.05504585634491377,0.04835592115888265,0.025745022028957232,-0.0028655504889967265,0.001089147234345056,0.04148661500061257,-0.02415452215142111,-0.000614814585045087,-0.0005931921855103495,0.007135934716628434,0.002785579940889571,-0.020019013749915993,0.0009592492565966282,0.03448310997080384,0.0751443928029325,0.0016950040787699905,0.07298596323048301,0.026245440914480334,-0.051838355527607294,0.0,0.0011903858787145616,0.0017534040528874861,0.012530635883207353,-0.06073635060450744,-0.04815818402425409,-0.04868428021340476,-0.022015852607148334,-0.017065397102459134,-0.04622405004685881,-0.11111111776984905,-0.07934079715036013,0.006321355290156205,0.009182471976737494,-0.02142327495615637,-0.012589400885931856,0.03009538406196821,0.04252429096153265,-0.05327192706965744,0.0015432273276487773,-0.02900323005121841,0.04073260625310304,-0.0416666924695438,0.0,-0.04846510490385458,-0.045454709984093955,0.004941314244497397,0.0014058943577317518,-0.0279377834747635,-0.029331405406735067,-0.027223824191121793,0.0,-0.04519785837271906,-0.011817359193463162,-0.02541315813321865,-0.02424727355899381,-0.022252092416693348,-0.08504894946877606,0.0006533237706756179,-0.12800014138788762,-0.006129210276288544,-0.0357229351792282,-0.056501557139536196,-0.014765581996206145,0.0,-0.027949279248325132,0.0,-0.09581748243494848,-0.09852559658076854,-0.011764556834202411,-0.021708215166277967
2016-01-24,-0.024138328870133008,-0.03529404336163544,0.00658982365201477,-0.017708116044031663,0.10120303080509574,0.0896687544854291,0.03448264641311738,-0.02849471459924202,-0.037487308055751956,0.009708614582361275,-0.022140174962337555,0.05007807925709162,-0.014367628673902955,0.0,-0.03708270437444949,-0.024752196496326206,0.029538482609802408,-0.02125758945080214,0.03932710710861742,-0.0013889210199121704,-0.04210531136705464,-0.006233316626702012,-0.023809586027040752,0.0035840816729051372,0.0,0.013250867147184264,-0.007989677739331902,0.03496506146351286,-0.05717238234305655,0.0,0.04416763152682823,-0.010915810373026025,0.045950381640319726,-0.016918496708061115,-0.06224036917973286,0.040909153045515234,0.007134941574708398,0.027645299119265943,-0.02925537276196022,-0.03319991888234641,-0.001550028051623964,0.024068033225666863,0.013460679766781558,0.01159084921076925,0.0369449754998461,0.022967747060052224,0.024756454697309138,-0.010785803204040656,0.010557343091647686,-0.002628441987272634,0.02540941762859794,0.0,0.04446189034059134,0.014202268286854558,0.01679921418109842,-0.008774961641203172,0.04921938394624936,0.025021181100698398,0.00048816456949341003,0.0,0.02731003248127495,-0.0025773883094555305,-0.001578065713703669,0.03127297087969416,0.05767880368907008,0.04942815737475348,0.007274680466726302,-0.07339461918630175,-0.0032455934475928983,0.016377716179449164,0.04007040440297582,0.010537654341411962,0.0,0.010825328539941781,0.0,0.03195958468406057,-0.007434943621384749,0.07738080874046616,0.014580148459160558
2016-01-31,0.007066769251908411,0.03658528603329225,0.011456490169948097,0.025450481027781136,0.028207290627231707,0.07155616947092658,0.004762045685107408,0.01383512211826221,0.07368403998509465,0.0,0.022641460867343532,0.013412824551456204,0.040816474423192695,0.0,0.05263141103462132,0.08121804062241389,0.046024832487043366,0.07081538672835919,0.020027185201982434,0.006953940769367506,0.05769253204014424,0.04749145987631831,0.039024556481100925,0.037500252588955396,-0.030769063367857785,0.016564759159792386,0.04026857171872611,0.06879597177059349,0.021277156709716527,0.0,-0.040228957956701006,0.02559838749504606,-0.015728222235185663,0.11194786883517982,0.04277262591869868,0.11274596525700376,0.02148932097968781,0.02756541867808382,0.09589044045202955,0.03701853974169467,0.006944999414657982,0.035898573662226596,0.04887465510932665,0.05227723895957004,0.08423412754711967,0.015446801809184896,0.11877360473451559,-0.0015576499525234988,0.009088140342327966,0.015977313822906014,0.029735733483736704,0.0,0.06176044929086766,-0.01647474254858239,0.028294717263347202,0.030453255894954623,0.021315745512816564,0.001972806987744047,0.019190054614874663,0.0,-0.011076631550052785,0.07948304885257818,0.04477593328249374,0.1457013890304062,0.018561198013069324,0.029525290422478534,0.028703868286769296,0.14521446440343788,-0.007163797382879533,-0.009006764265789613,0.09737475863999379,0.014784272040788915,0.0,0.007908330133559183,0.0,0.03993487867244516,0.011235954117472913,0.28729284764978713,0.017691731380534925
2016-02-07,-0.0031642923658226074,0.0,0.02427208702945305,0.006204885309766928,0.03982289198305322,0.020033556876270397,-0.03791472252588057,0.007096202556724718,0.029411889662232626,-0.00961526369305754,0.005535043740584333,0.0,-0.011204641362229206,0.0,0.03658541448693153,-0.01406606713434122,0.017714292269570775,0.015707650280534446,0.009496360431446638,0.04972373976129285,0.03636346869823881,0.013686241598994675,1.6349791198244645e-05,0.052495531149776786,-0.015873122585033816,0.006861141480384525,0.040000003754731894,0.005172490714384859,0.0,-0.04875147728870499,-0.034107223804306086,0.0059815003511127784,-0.14458261331194155,0.01248744313763539,-0.08415854637108355,-0.020422449624936334,-0.02473612243340584,-0.028765309573869247,0.21499996799585674,-0.06272389236004028,0.003083454149622522,0.005602778894368665,-0.012706505513574107,-0.02055264986158667,-0.045383782308167975,0.01963357567533408,-0.05582781307373863,0.006240175337885789,-0.015262898368385902,0.023417563067796632,-0.0032086294568463014,0.0,-0.043745911945928695,-0.008695512132867678,-0.02826103766953625,-0.019243867166769513,-0.0756420523867738,0.00510311175027045,-0.03701930369568518,0.0,-0.04211462995086157,-0.037341746232190776,-0.029411511852886818,-0.0725425461589575,-0.07805198326134544,-0.09764399904059728,-0.027902945805553858,-0.06628227134939979,-0.04788462769891988,-0.023609369904090127,0.02237672782533795,0.035577242634599715,0.0,-0.013619535447941589,0.0,0.0007837005380257889,0.005926008052973053,0.2446352783108674,-0.03060480528727838
2016-02-14,-0.0067134964833146515,0.029411613616885823,0.08530814164096245,0.025693342401571728,0.0,-0.026186602714178497,0.03448264641311738,0.005961922952112397,-0.014285630929901982,-0.02912625669071922,-0.018348585578194854,-0.004411900698606974,0.011331607965540336,0.0,0.02941205890183074,0.009569696055929278,0.0016845485566425733,-0.00027966434132575824,0.017737579796235137,0.010526459576195357,0.07317297855652427,0.030379977461748364,-0.004716887185411633,-0.01390000905863742,0.0,0.00936962381763573,0.04590547841557169,0.0028587195652987063,-0.014583207838576695,0.012499960656734643,0.005105556737730721,-0.0022228186731108046,0.009857983381798663,-0.04006918853726049,-0.07721975649085555,0.11541952292215041,0.011931177265754211,0.008652131161344112,0.12962957553765597,-0.05820417463171812,0.004287322177005226,-0.003783096265052577,0.003004428253881253,-0.006392360075204051,0.018691446737905126,0.0009541277885611876,0.0017398174883269668,0.00930235935979673,-0.014217393001755618,0.04042620420385035,-0.030579383770836577,0.0,-0.0093138764898818,0.008733508143876412,-0.003547474517316296,-0.009810919124230488,0.004447661577944961,0.022698545637684697,-0.06213753263984012,0.0,0.014967161272127827,0.012730985277261464,-0.004502111356331495,-0.019794368820206798,-0.013118666360902087,-0.026485449653635418,0.03425927637383919,-0.037037317973897976,0.021535516853044,-7.285794248490518e-05,-0.004905931431018917,0.06813670098452995,0.0,-0.014617083268329889,0.0,-0.05794852481441748,-0.02798224022510165,0.0,-0.006789716414782876
2016-02-21,0.008893571773116005,-0.01714277159563804,0.008733491592855191,0.04208466637553787,0.0,0.14285697402173692,0.004762045685107408,0.024691316237754002,0.12077285758310485,0.03999991918692691,0.0037383098131635872,0.016248335008879566,-0.005602320681114548,0.0010827748938877502,0.021713988442157994,0.03317466270509062,0.03699572930366202,0.037938494840022985,0.013722311817599753,0.020833413193876327,0.07981219970339781,0.0017496388694790976,0.05687199497751694,0.029021606181687032,0.021166655844928828,0.047257501855505035,0.007117648703533153,0.03762824371646234,-0.016913691343767967,0.0,0.021811116713957635,0.012224229227456807,0.05486316725793916,0.0795248358478271,0.015062487039723349,0.019864624503723505,0.023268490334313663,0.014186840021889857,-0.05646628150950084,0.0386256895539967,-0.0012082281436592845,0.046675172211439575,0.023695346592285782,0.011328475253669534,0.04268051257949468,0.0038130140175267613,0.03517369663557646,0.0015361869521639537,0.033382521565791023,-0.0006700258539318327,0.037631450838959024,0.0,-0.04316634199076197,0.047619317522413995,0.01659288173911233,0.026893305519259725,0.021530868160663852,0.00129380044496763,0.05583038750181135,0.0,0.07096764746080408,0.022981843714843908,0.005739798177137878,0.02509561858940068,0.0512229020795707,0.18305500871769653,0.010229676765353135,0.009615734761221129,0.0044277745427325765,0.053927393003036395,-0.0982776047605608,-0.003633318064043989,0.0,0.03255870370706049,0.0,0.047381751250808346,0.02575740023994677,0.03448286407091539,0.028806237585811134
