,PBR,PFE,SGLD.L,SUAS.L,CBU7.L,index
2015-12-20,0.0,0.0,0.0,0.0,0.0,-1.843512009713777e-10
2015-12-27,0.04137969934317631,0.019694036077070765,0.00645256713334752,0.0,-0.0011977389793645932,0.0068132144762760305
2016-01-03,-0.050772803630394714,-0.010423353897754728,-0.011540142708114876,0.0,-0.0017780048060389575,-0.008498155573581245
2016-01-10,-0.1279068590799468,-0.03965294530831842,0.04122226317005295,0.0,0.009154514815265635,-0.005037951513744088
2016-01-17,-0.1280001413878875,-0.006129210276288544,-0.014765581996206145,0.0,0.006321355290156205,-0.011194589909787389
2016-01-24,-0.07339461918630175,-0.0032455934475927872,0.010537654341411962,0.0,-0.001550028051623853,-0.0035312025090902255
2016-01-31,0.14521446440343788,-0.007163797382879644,0.014784272040788915,0.0,0.006944999414657982,0.013045433421324137
2016-02-07,-0.06628227134939979,-0.04788462769891966,0.035577242634599715,0.0,0.003083454149622522,-0.0020228714356824717
2016-02-14,-0.037037317973897865,0.021535516853044,0.06813670098452995,0.0,0.004287322177005226,0.0157336344825032
2016-02-21,0.009615734761221129,0.0044277745427325765,-0.0036333180640437668,0.0,-0.0012082281436589515,-8.933338976557792e-05
2016-02-28,0.07301607644084229,0.025093204220341114,-0.009945338481815114,0.0,-0.0008468012655934443,0.004871402018830517
2016-03-06,0.5562127102334073,-0.01720138524716841,0.044617460839638357,0.0,-0.00601311705374008,0.04215958455837154
2016-03-13,0.051330697128704195,0.026590223443209382,-0.010697965178927737,0.0,-0.004587920701629056,0.004258480834367084
2016-03-20,0.007233243281462798,-0.034426253712054655,-0.00571059755051051,0.0,0.006730061457749903,-0.002413717153454842
2016-03-27,-0.030520557754659228,0.021392184925373314,-0.02496946999108951,0.0,-0.0011344867910895173,-0.006489765566589978
2016-04-03,0.08703715834649328,-0.001329523424664858,-0.0073526111991366605,0.0,0.007219980881641552,0.009161624946574909
2016-04-10,-0.020443117001205935,0.08189070789831732,0.02386262427667485,0.0,0.0036645794800262976,0.012822927331728406
2016-04-17,0.16869569640815918,0.0,-0.008508681666459461,0.0,-0.001604918763155938,0.01542434622536204
2016-04-24,0.07142845580293566,0.02369224568571693,0.008913369415203487,0.0,-0.005505747325909693,0.01161471472108544
2016-05-01,0.07083329975907104,-0.01683186239647505,0.042118671820729814,0.0,0.0029095043335489734,0.01643196265545166
2016-05-08,-0.04928660046710276,0.026597403015795162,-0.0008280695294418106,0.0,0.004512895515472737,-0.002533780976733957
2016-05-15,-0.06139137604089384,-0.011613824308852938,-0.01712705778384327,0.0,-0.0013638039860753848,-0.013179435487163382
2016-05-22,-0.06250011711949743,0.025674737859222585,-0.016461860133769712,0.0,-0.005663574968207241,-0.009618777228611486
2016-05-29,-0.09457347509770575,0.025785057926888122,-0.029229276069023147,0.0,0.0007675315655986115,-0.013600405938037463
2016-06-05,0.042808208546340154,0.0023116418903441627,0.022624009903197795,0.0,0.0064583466910865805,0.011266620608971545
2016-06-12,0.06239710648807417,0.017296059868323832,0.02343947848798056,0.0,0.0025266900299414363,0.014512886135369163
2016-06-19,0.023184112912144617,-0.030320153802395056,0.014545142422718982,0.0,0.003320405756696676,0.0027944875136232117
2016-06-26,0.018126933816315693,-0.007305776125367314,0.02265347018100239,0.0,0.002472069815164568,0.006673685092050574
2016-07-03,0.10830847443686098,0.047100290602840156,0.015335727040344471,0.0,0.0038978431893894605,0.022776148588989242
2016-07-10,0.0,0.015462663563982293,0.01090859695261881,0.0,0.00047547693691996074,0.004331289492500279
2016-07-17,0.08835331878179131,0.017995648840113843,-0.017204940430044058,0.0,-0.006256937289411346,0.008106428690288547
2016-07-24,0.040590415412979475,-0.0008160562346390954,-0.004683665422477223,0.006139489010449584,0.0005977281223603637,0.006265668619295894
2016-07-31,0.026004956227735132,0.004083117796655156,0.01943985897362266,-0.0021967329730614438,0.0038631615550217546,0.008658628619635067
2016-08-07,-0.03686648051367314,-0.03930631328130818,-0.007945424452998617,0.009784679567770738,-0.002935770219560374,-0.010103649648575685
2016-08-14,0.0442582620627332,-0.0047751873592166705,0.010678824037421819,0.004844979865642918,0.002626087792799048,0.009852951908212448
2016-08-21,0.08018345992022291,0.0,-0.007396194170106063,0.002169724049689181,-0.004643218464891352,0.009455738341501485
2016-08-28,-0.03393445137386708,-0.004574028922709972,-0.00923822656029294,0.0048111802840440365,0.0005581890315826676,-0.006314391733384328
2016-09-04,0.051591650043168125,-0.001435952124897777,-0.008173034361523057,-0.0023941174939531296,-0.0026698472886752533,0.004638351786645956
2016-09-11,-0.007306712965786222,-0.0192691686460148,0.01090984481113244,-0.012718953745763595,-0.0003196493185424476,-0.004604761040396532
2016-09-18,-0.04311239678510681,-0.004692331690338669,-0.01791042056798431,-0.01093827830859595,0.0013588982495509327,-0.01348137124395321
2016-09-25,0.008791171036898193,0.009428552062421547,0.021588374446005254,0.018677860945701674,0.0015566352682185869,0.012090994549409428
2016-10-02,0.01633973388826382,-0.011383677416213378,-0.013236196110126275,0.0048251087878934396,0.001753486845929908,0.00018308942068445688
2016-10-09,0.12861726476060475,-0.009152614790855051,-0.05779116628841652,-0.010804339650740347,-0.006484423979335907,0.002649512822753053
2016-10-16,0.05792977771887253,-0.02681755823750065,0.0053335019433451425,-0.009466004427826413,0.0016817416501448967,0.006107295735299223
2016-10-23,0.09245960690990818,-0.014697015236363464,0.01224289945395518,0.0007350840060620367,0.0005995918383780996,0.01805828033857071
2016-10-30,-0.024650845349662998,-0.007768590092083638,0.0007660153465134378,-0.0009794543432393166,-0.0036754351720605927,-0.0067290090359166665
2016-11-06,-0.10446482139125934,-0.060445000545549354,0.0282399785935592,-0.013235316804536379,0.005012229853078365,-0.023256499372721118
2016-11-13,-0.08466617122058606,0.08633348352192916,-0.05743615164787319,0.02235473331844462,-0.013884438780775055,-0.015804115020230602
2016-11-20,-0.008221877144629075,-0.024425833757423354,-0.0176656412322439,0.016520901547538047,-0.009629409481908602,-0.005699533517408595
2016-11-27,0.056994765004706904,0.006670924092087249,-0.020395240921059155,0.010994241940608607,-0.0025328667386197434,0.008539266193659856
2016-12-04,0.047058863493233405,-0.0018931732115662347,-0.007040687930107037,-0.005200884396544203,0.0015563139675787152,0.005616543264659102
2016-12-11,0.014981285559003243,0.002213189952306349,-0.010657787345533576,0.025427748295261843,-0.0004906973112047686,0.0076672176719050356
2016-12-18,-0.05811837385436214,0.03596175573596683,-0.02114935458600986,-0.0004635100128944636,-0.007077963098351847,-0.01236655403822029
2016-12-25,-0.009794083536981968,-0.010962174379444356,-0.005390337681080659,0.002782261277834319,0.0015658036136212417,-0.0027178729254508927
2017-01-01,0.0,0.0,0.024388082377063025,-0.0032369801074784155,0.0041551589106127995,0.004503649171529789
2017-01-08,0.07517310169951497,0.030788161061553687,0.0113305351487627,0.009046610626927132,0.0018436453001735575,0.021296536303901048
2017-01-15,0.041398301170986196,-0.02867395577397769,0.017611898063918385,-0.0013793419147359876,0.0009405624205096608,0.007198741200222347
2017-01-22,-0.010600876494585298,-0.023062561224316713,0.008782089346184074,0.0034530739093230345,-0.0025739076571428265,-0.002631614596302456
2017-01-29,-0.036606980017676705,-0.011016530755173837,-0.012400196288111953,0.014682252521406092,0.0015975069915539208,-0.005799916783414627
2017-02-05,-0.042632077525360024,0.021323914826557377,0.025627824116078335,-0.003617450804160871,0.004007834575559199,-0.0006652562475990553
2017-02-12,0.008712588557065803,0.018372801928013383,0.01173907010566455,0.004538251970147789,-4.071082214218702e-05,0.006914349027956623
2017-02-19,0.033589283870785636,0.039258056899796445,0.004060980017385862,0.012197897220320275,-0.0006110601324567089,0.014034133098706825
2017-02-26,-0.051067807201253035,0.019036247974143494,0.014032166131496604,0.006025450780829722,0.005217244633581863,-0.0012004948866333187
2017-03-05,-0.000978765117580549,0.007588861411491843,-0.025966584058881415,0.0019963694373372753,-0.0111101706618435,-0.006443495132214538
2017-03-12,-0.08129278745852198,-0.01187704993227412,-0.0201404277816557,-0.004427650129498639,-0.0021731948855402416,-0.020444679504310614
2017-03-19,-0.05010660293942182,0.006156346560641568,0.025031962120202644,0.006671096929444342,0.005629731180712305,0.0008409031571658954
2017-03-26,0.016835424252528375,-0.009323863394015475,0.016266604574348476,-0.008835907263842313,0.0037185504150463178,0.002910977621805255
2017-04-02,0.06953613994494368,0.006176698524821278,-0.0027018325913191754,0.009360418846458218,0.0007327796775769002,0.013503720655843932
2017-04-09,0.007223849955868777,-0.0032156629373751855,0.015680188000912088,-0.0022080434267349736,0.0037427207114553163,0.004064432046149147
2017-04-16,-0.05122925967184366,-0.006451900470092253,0.014953107467408522,-0.0015490085627674066,0.00409358320072406,-0.005446391968704556
2017-04-23,-0.026998050198830614,-0.007083541202635657,-0.0003982085838920568,0.004654319683982111,0.002098930338831684,-0.003152069740852248
2017-04-30,0.0,0.008323468517499988,-0.01242827916120659,0.014780457575148898,-0.003141862549567609,0.001887748827466229
2017-05-07,0.03440645462878078,-0.012971666716261376,-0.03081639015035076,-0.003260902736497928,-0.0024244013863130576,-0.003876105070351854
2017-05-14,0.09871245191785216,-0.014038383676504562,0.00012484925690570137,-0.003489636919015715,0.0021872702343357364,0.013172053639138426
2017-05-21,-0.12500016721551377,-0.007143094071779155,0.019682891996142482,-0.00459617182719485,0.0031525292420553352,-0.01850313075794341
2017-05-28,-0.0011156846046137536,-0.009858625407984545,0.011141083337936175,0.015171473914994182,0.00016119478410070442,0.005229514656950096
2017-06-04,-0.05251447166276624,0.012445368142505853,0.008596640381380416,0.011912563863339054,0.00427005130171465,-0.00017964847973284126
