,PBR,PFE,SGLD.L,SUAS.L,CBU7.L,index
2016-05-08,0.14289371441051366,0.1304892540786029,0.23269659368507145,0.3,0.30888365509150634,1.1149632172656945
2016-05-15,0.13412127265525772,0.12897377480754074,0.22871118567892373,0.3,0.308462398331459,1.100268631473181
2016-05-22,0.12573867740608807,0.13228514266643876,0.22494617412924867,0.3,0.30671539841363576,1.0896853926154113
2016-05-29,0.11384713372960495,0.13569612273295956,0.2183711603049543,0.3,0.3069508121635734,1.074865228931092
2016-06-05,0.11872072557270495,0.13600980357462636,0.22331159159826636,0.3,0.30893320692563636,1.086975327671234
2016-06-12,0.12612855532860645,0.13836223727993205,0.22854589884565063,0.3,0.3097137853794932,1.1027504768336822
2016-06-19,0.12905273399679054,0.13416707296516103,0.23187013149448893,0.3,0.3107421608153956,1.105832099271836
2016-06-26,0.13139206436476497,0.13318687836668175,0.23712279460416444,0.3,0.3115103371314463,1.1132120744670575
2016-07-03,0.14562293840922252,0.1394600190422376,0.24075924505725757,0.3,0.31272455557745854,1.1385667580861762
2016-07-10,0.14562293840922252,0.14161644239731427,0.24338559062420398,0.3,0.3128732488912442,1.143498220321985
2016-07-17,0.15848920830843372,0.14416492216468255,0.23919815603598346,0.3,0.3109156205933973,1.152767907102497
2016-07-24,0.1649223511121473,0.1440472754811338,0.23807783190343743,0.30184184670313485,0.31110146360350704,1.1599907688033604
2016-07-31,0.16921114963379386,0.14463543747521052,0.24270603138038607,0.3011787807658323,0.31230329881741115,1.1700346980726337
2016-08-07,0.16297293008312336,0.13895035165823083,0.24077762894376611,0.3041257186282379,0.31138644809327254,1.1582130774066308
2016-08-14,0.1701858287318737,0.13828683769543373,0.24334885087540423,0.3055992016116159,0.3122041762434533,1.169624895157781
2016-08-21,0.18383191730898582,0.13828683769543373,0.24154899552325756,0.30626226754891844,0.3107545440475035,1.1806845621240991
2016-08-28,0.1775936820500993,0.13765430970018472,0.2393175111772025,0.3077357505322964,0.3109280038255053,1.1732292572852883
2016-09-04,0.18675603314430567,0.1374566447016694,0.23736156093503705,0.30699899498843225,0.31009787353751855,1.178671107306963
2016-09-11,0.18539146041549137,0.1348079694333976,0.23995113872896648,0.30309428897117846,0.30999875096356083,1.1732436085125948
2016-09-18,0.17739879021348828,0.13417540572631506,0.23565351291856393,0.2997789592846657,0.31042000772360817,1.1574266758666412
2016-09-25,0.1789583333199939,0.13544048552470214,0.24074088919496642,0.30537818900063185,0.31090321845559143,1.1714211154958858
2016-10-02,0.1818824648635298,0.13389867472839362,0.23755439557385566,0.3068516719840098,0.31144838315951057,1.1716355903092994
2016-10-09,0.20527569000219378,0.13267315173759864,0.22382584999670269,0.303536342297497,0.30942881979542564,1.1747398538294178
2016-10-16,0.21716726509510906,0.12911518176432282,0.22501962560263097,0.30066306593730263,0.3099491991294308,1.1819143375287964
2016-10-23,0.23724646505950267,0.12721757397068673,0.22777451825405062,0.30088407854828675,0.31013504213954063,1.2032576779720674
2016-10-30,0.23139813913956664,0.12622927278599913,0.22794899703057792,0.30058937633074106,0.30899516089757245,1.1951609461844572
2016-11-06,0.20722517386408204,0.11859934432358511,0.23438627182714472,0.2966109807069257,0.31054391566748,1.1673656863892177
2016-11-13,0.18968021181248995,0.12883843886245694,0.2209240263743012,0.30324164007995136,0.3062321876816527,1.148916504810852
2016-11-20,0.18812068441420043,0.1256914525732366,0.21702126178479,0.3082514653608262,0.3032833525499254,1.1423682166829787
2016-11-27,0.19884257861491242,0.12652993071237686,0.21259506086569696,0.31164045654955025,0.3025151762338746,1.1521232029764112
2016-12-04,0.2081998843785941,0.12629038763709086,0.21109824538665947,0.3100196505617498,0.3029859848280519,1.158594152792146
2016-12-11,0.2113189862998213,0.12656989225408213,0.20884840517831318,0.317902752202819,0.30283731041996403,1.1674773463549997
2016-12-18,0.19903747045152345,0.13112156780285109,0.20443139620247439,0.31775540109404626,0.3006938391120074,1.1530396746629026
2016-12-25,0.19708808083893165,0.1296841903116901,0.20332944194432825,0.3186394796423329,0.3011646666118826,1.1499058593491656
2017-01-01,0.19708808083893165,0.1296841903116901,0.2082882571241488,0.3176080499852734,0.30241605365991675,1.1550846319199608
2017-01-08,0.21190380318359886,0.13367692805014358,0.21064827454256851,0.3204813263454678,0.3029736015959439,1.1796839337177225
2017-01-15,0.22067626064707085,0.12984388172723257,0.2143581904811525,0.3200392730191493,0.3032585671800115,1.1881761730546165
2017-01-22,0.21833689886266433,0.12684934925529534,0.21624070326204434,0.3211443922827704,0.3024780076318527,1.1850493512946272
2017-01-29,0.21034424436887728,0.1254519094979506,0.2135592760961156,0.3258595153460996,0.3029612183638359,1.178176163672879
2017-02-05,0.20137683223593003,0.12812703533091388,0.21903233566226385,0.32468073458026736,0.304175436809848,1.1773923746192232
2017-02-12,0.20313134572012695,0.13048108797267233,0.2216035716060106,0.3261542175636453,0.30416305357774,1.1855332764401951
2017-02-19,0.209954382154575,0.13560352194865086,0.22250349928208396,0.3301326131874607,0.3039771916619323,1.2021712082347027
2017-02-26,0.19923247224564694,0.13818490421863258,0.2256257053488495,0.3321218109993684,0.30556311503386185,1.2007280078463591
2017-03-05,0.19903747045152356,0.13923357030590805,0.2197669765050642,0.3327848488323206,0.3021682566778711,1.1929911227726875
2017-03-12,0.18285715966982602,0.13757988623913597,0.21534077558597112,0.331311393953293,0.30151158616788615,1.1686008016161122
2017-03-19,0.17369480857561959,0.13842687569859774,0.2207311777233742,0.3335216043761848,0.3032090153458815,1.1695834817196578
2017-03-26,0.17661903436845186,0.13713620241952365,0.22432172450863055,0.3305746384094289,0.30433651335574174,1.1729881130617767
2017-04-02,0.18890044025923736,0.13798325139870793,0.2237156447624122,0.3336689554849576,0.3045595249678735,1.1888278168731885
2017-04-09,0.19026502869626766,0.13753954377120658,0.22722354813103207,0.3329321999410935,0.3056994062098417,1.1936597267494415
2017-04-16,0.18051789213471578,0.13665215232409286,0.23062124626536126,0.3324164851125638,0.3069508121635736,1.1871585880003073
2017-04-23,0.17564426102107564,0.1356841711726763,0.23052941090547052,0.3339636577025033,0.30759508053575274,1.1834165813374786
2017-04-30,0.17564426102107564,0.13681353409975516,0.22766432703186884,0.3388997933768167,0.3066286590717862,1.1856505746013026
2017-05-07,0.181687557318703,0.13503883453313928,0.22064853430673773,0.33779467411319564,0.30588526812564926,1.181054868397425
2017-05-14,0.1996223815845975,0.13314310756273506,0.22067608211228326,0.33661589334736336,0.3065543218677423,1.1966117864747214
2017-05-21,0.17466955050656371,0.13219205382040544,0.2250196256026312,0.3350687488617742,0.3075207433317088,1.1744707221230835
2017-05-28,0.17447467437816874,0.13088882187987794,0.2275265880041413,0.34015223564486036,0.3075703140715367,1.180612633978585
2017-06-04,0.16531222903466603,0.13251778145391188,0.2294825522584154,0.3442043208752373,0.3088836550915066,1.1804005387137373
2017-06-11,0.16394762488941964,0.13345447903916774,0.22740720483870502,0.3448673868125398,0.307979187599476,1.1776558831793082
2017-06-18,0.1575144977939221,0.1342689231143512,0.22525839193350378,0.343246552720389,0.30871019531350485,1.168998560875671
2017-06-25,0.15108135499020847,0.13915589706800913,0.22548796632112206,0.3451620609257351,0.3085739041375251,1.1694611834425999
2017-07-02,0.1557600000179413,0.1367938806873764,0.2230636613483571,0.3433202142226003,0.3074464061276649,1.16638416240394
2017-07-09,0.1508864160289493,0.13581649541980045,0.21714982288137213,0.34309920161161617,0.3062817395157828,1.153233675457521
2017-07-16,0.1664819256350854,0.13614229447697396,0.22048324747346468,0.3485510802188096,0.30764465127558055,1.1793031990799143
2017-07-23,0.16531222903466608,0.1363459233516866,0.2244502856052125,0.35120331586366954,0.3086110727395471,1.1859228265947817
2017-07-30,0.16921114963379427,0.13500200372883897,0.22782962787725045,0.3513506669724423,0.3083137050176736,1.1917071532299996
2017-08-06,0.17272006664467565,0.13699750956208906,0.2253869530300856,0.3513506669724423,0.3084995669334812,1.194954763142774
2017-08-13,0.1653122290346661,0.1367318968483358,0.23091510820732486,0.3458988164695993,0.3097509539815153,1.1886090045414415
2017-08-20,0.17330493065310137,0.13434683443114032,0.2314293525936525,0.3450147379213127,0.30968900000957944,1.1937848556087864
2017-08-27,0.17876336294230305,0.1373076430282932,0.23171402259236182,0.34766697356617265,0.3098996283896031,1.205351630518734
2017-09-03,0.18110269331027748,0.13965161302905543,0.2373615609350373,0.35186638180097213,0.31030850191754245,1.2202907509928849
2017-09-10,0.19104481595773667,0.14022732349717928,0.2414663521066213,0.351424356579004,0.31148555176153264,1.235648399902074
2017-09-17,0.1965032168305062,0.145408765326072,0.23707689093632794,0.3565078433620902,0.3096270460376435,1.24512376249264
2017-09-24,0.2015718026136216,0.14787607209585668,0.23226499271538054,0.35694989668840865,0.3087473639155269,1.2474101280287944
2017-10-01,0.1957234766936855,0.14680690741614258,0.2303457541977976,0.3589390945003163,0.30837565898960945,1.2401908917975513
2017-10-08,0.20118190898288715,0.14824618953842447,0.22806838019601447,0.3637278790658568,0.3078676628877123,1.2490920206708953
2017-10-15,0.20449594986537353,0.1494387266989945,0.23308229098692604,0.3663801428150671,0.3087349617777209,1.262132072144082
2017-10-22,0.20176672586666472,0.1497677160132955,0.22980396200592448,0.3689587450620661,0.3074216207577509,1.2577187697057017
2017-10-29,0.2091745948931064,0.14639568565319697,0.22780208007170502,0.3720530340332446,0.3072729463496631,1.262698341000916
2017-11-05,0.20839479192342153,0.1461900926276409,0.2272510959365776,0.3736738681253953,0.3078924482576261,1.2634022968706615
2017-11-12,0.20878473267880412,0.14466854234488088,0.22884893871876014,0.372495087359563,0.3074216207577509,1.262218921859759
2017-11-19,0.1976729134309256,0.14677894505049896,0.23090591626407067,0.3742632444561363,0.307347283553707,1.2569683027553384
2017-11-26,0.20118190898288726,0.1472769108570568,0.2308049029730343,0.37662080598780084,0.30737206892362096,1.2632565977244004
2017-12-03,0.1922144654335079,0.15084578484349975,0.2310069295551071,0.37956777195455677,0.3074711914975788,1.2611061432842503
2017-12-10,0.18909534780406462,0.14831435152466346,0.22369728890012106,0.38317777575426487,0.3067029962758301,1.250987760258944
2017-12-17,0.1838319173089864,0.15437306644784018,0.2247165997416307,0.3872298609846418,0.3064676014315903,1.2566190459146895
2017-12-24,0.19474875047095763,0.14997426135441197,0.22737965703315957,0.39076620328213874,0.30560028363588376,1.2684691557765517
2017-12-31,0.20059704497446157,0.15030627427061738,0.23232928026972594,0.3901767988470474,0.3062197855438468,1.2796291839056992
2018-01-07,0.2159976156193385,0.15296216332925958,0.23643407144130996,0.3972494834420412,0.3055879004037758,1.3082312342357252
2018-01-14,0.22360045502347145,0.15163420689599397,0.23851859679216594,0.4043221961413853,0.3046090957077014,1.322684550560718
2018-01-21,0.23705152609824412,0.15329415243757596,0.23896858164836557,0.4084479147696233,0.3038904712257805,1.3416526461795897
2018-01-28,0.26960711803933063,0.16188425306381088,0.24246729307373116,0.41669940823479973,0.30334530652186137,1.3940033789335338
2018-02-04,0.25966504251651956,0.15192468694981934,0.23802273629234685,0.40785853843888237,0.301672643808082,1.35914364800565
2018-02-11,0.2405605216502058,0.14307098537645263,0.23551577389083672,0.3783889911887244,0.3023169310859589,1.2998532031921783
2018-02-18,0.24855322326864107,0.15186631000596393,0.24271522332364073,0.3966601071113003,0.3017469810121258,1.3415418447216718
2018-02-25,0.2717514780296138,0.15186631000596393,0.2379125170459476,0.39901766864296484,0.30167264380808195,1.362220617532572
2018-03-04,0.2768200795209453,0.15056795868268372,0.2364248794980557,0.3972494834420412,0.30184610358608366,1.3629085047298095
2018-03-11,0.2867621550437563,0.15400234190410253,0.2367462892455648,0.40726913400379094,0.3015735212341241,1.3863534414313388
2018-03-18,0.2748705956590571,0.1540442080769287,0.23522191194887318,0.40432219614138537,0.3020443487339993,1.3705032605602439
2018-03-25,0.2789644395112284,0.14445310475721868,0.24147551602565848,0.3884086417504741,0.30246560549404666,1.3557673075386263
2018-04-01,0.2756504457533902,0.148641329072343,0.23670038557772807,0.3889980180812151,0.30335768975396926,1.3533478682386457
2018-04-08,0.27136160010709554,0.14730108776834766,0.23850024092987474,0.38840864175047407,0.3033081379198393,1.3488797084756312
2018-04-15,0.27019196633954046,0.15211759037053252,0.24086943627944007,0.3943025455796356,0.3023664829200889,1.3598480214892377
2018-04-22,0.27876946913353723,0.15341596550170175,0.2397032084790573,0.3954813263454679,0.3011522644740768,1.368522233933841
2018-04-29,0.2756504457533903,0.15496560909349497,0.2366085502178373,0.39783888787713256,0.3010283754359029,1.366091868377758
2018-05-06,0.2668778783324059,0.14591899219547064,0.23456992853481806,0.39489192191037664,0.3011770498439907,1.343435770817062
2018-05-13,0.31561396955378274,0.14868323095700273,0.23644326338456428,0.40631139395329313,0.3007929616859653,1.4078448195346083
2018-05-20,0.31541890492679514,0.15072672159055486,0.2312273260115799,0.4043221961413855,0.29993804602806473,1.4016331946983802
2018-05-27,0.2458239835617163,0.1508958647380348,0.2333118653745445,0.4055009769072178,0.30221780851200114,1.3377504990935145
2018-06-03,0.19782633557714807,0.15330650873197285,0.23229255453303493,0.40609035323795883,0.3025647280680046,1.2920804801481194
2018-06-10,0.19099126664920085,0.1550827320034855,0.23224663685308955,0.41139488073637936,0.3021930231420873,1.2919085393842427
2018-06-17,0.18435146655505005,0.15377169107536232,0.22910606091192415,0.413163065937303,0.30218063990997923,1.2825729243896187
2018-06-24,0.18415622913768584,0.15440606418200972,0.22709498703445044,0.41021609997054714,0.3024408390298307,1.2783142193545238
2018-07-01,0.1958734587405918,0.15343339287645796,0.22389012353893978,0.4066797576730502,0.3032585671800116,1.2831353000090513
2018-07-08,0.2034896815448048,0.15694355660859935,0.22446865547961264,0.41021609997054703,0.3035559349018851,1.298673928505449
2018-07-15,0.20876242701200445,0.15871981559194548,0.22229229476886586,0.41787818900063217,0.30360548673601506,1.311258213109463
2018-07-22,0.22145611074140467,0.1578739808151008,0.21980370224175563,0.42023575053229684,0.30337009189177533,1.3227396362223334
2018-07-29,0.23258753384292152,0.16244142909033968,0.21906906139895532,0.42259331206396145,0.3023169310859591,1.3390082674821369
2018-08-05,0.24469533252985237,0.1714495367278884,0.21811403811179095,0.42318268839470247,0.302961218363836,1.3604028141280702
2018-08-12,0.22536188012273342,0.17457276274387562,0.21714982288137236,0.42377209282979383,0.3038037318839308,1.3446602904617062
2018-08-19,0.2091530746371096,0.1795203634869005,0.21107069758111432,0.42141453129812917,0.3043984484219799,1.3255571154252335
2018-08-26,0.20181537421179163,0.18084255841102545,0.2158274721667535,0.4255402499263671,0.3046586475418315,1.328684302257769
2018-09-02,0.2127771957045482,0.17708920899657937,0.21482653119964373,0.43084477742478766,0.30439844842198,1.339936161747539
2018-09-09,0.21610490273500363,0.1799895336516994,0.21423882132782524,0.4261296543614585,0.30350638306775524,1.3399692951437419
2018-09-16,0.2072962692499539,0.18323109678001667,0.21403679474575243,0.4314341818598791,0.3026886360118765,1.3386869786474787
2018-09-23,0.22510924488389938,0.1879227508122269,0.21407352048244357,0.4367386812539494,0.3021186859380434,1.3659628833705626
2018-09-30,0.2362668535815822,0.18796537883750142,0.21321951048631566,0.4343811197222848,0.3027134213817904,1.3745462840094744
2018-10-07,0.2722843635511096,0.19154808520745986,0.21487244887958917,0.4290766203282146,0.30083013028798744,1.4086116482543607
2018-10-14,0.30047194043697745,0.18672851138759258,0.2180038328775003,0.4090373192047151,0.30177176638203995,1.4160133702888253
2018-10-21,0.3032123643937345,0.18979944337536672,0.21931700566097348,0.4113948807363797,0.3013752949919066,1.425098989158361
2018-10-28,0.3178933887857187,0.18169563078612963,0.22178722831368386,0.39724948344204164,0.30335768975396954,1.4219834210815434
2018-11-04,0.3157401379451477,0.18310310556869255,0.22014346785155597,0.40314341537555354,0.3022921457160452,1.424422272456995
2018-11-11,0.29244626727303996,0.18886110304576903,0.21623152533089915,0.4149312230338766,0.3021186859380434,1.4145888046216282
2018-11-18,0.29088031521438346,0.18700893260831078,0.2182150514028274,0.4084479147696237,0.3042002221797621,1.4087524361749075
2018-11-25,0.27150134039713325,0.1854186251420865,0.21862828249811864,0.39960707307805665,0.3045223563658517,1.3796776774812467
2018-12-02,0.28606298234708927,0.19869964175597232,0.2179579292096636,0.4143418467031357,0.3050427356998568,1.4221051357157177
2018-12-09,0.2797758631198354,0.18877121636080743,0.22272388172644839,0.40137523017463,0.30657910723765636,1.3992252986193776
2018-12-16,0.26327219871061797,0.1882553946374912,0.221447448691775,0.3990176686429654,0.3070747012017476,1.3790674118845971
2018-12-23,0.24323211220420451,0.1802180298664843,0.2249737219347947,0.3783889911887249,0.3082641531835438,1.3350770083777521
2018-12-30,0.2560027661922808,0.18464501159655725,0.22836222812586968,0.3783889911887249,0.3096146628055357,1.3570136599089682
2019-01-06,0.29058264452011584,0.18481692836310698,0.22930808749399703,0.3825147098169628,0.3108908352234837,1.3981132054176664
2019-01-13,0.30101685845197207,0.18430115425556876,0.23041004175214322,0.39430254557963623,0.3106925900755681,1.4207231901148885
2019-01-20,0.30318242453393124,0.18279678136473032,0.22909686896867,0.40550097690721826,0.3094535862596421,1.4300306380341918
2019-01-27,0.311451009550964,0.17467355344200464,0.23218234929874437,0.40609035323795933,0.31019699611147683,1.4345942616411491
2019-02-03,0.32346019205749316,0.18430115425556878,0.23546067827974587,0.4080795510498671,0.3112625401494011,1.4625641157920761
2019-02-10,0.3088916699089045,0.18309264200147227,0.23472603743694556,0.40432219614138615,0.31217940977923764,1.443211955267946
2019-02-17,0.3297600977726169,0.18382972234131392,0.23508417292114578,0.4194253334862221,0.3118324713175364,1.479931797838835
2019-02-24,0.3273976449106075,0.1862576508626741,0.23755439557385616,0.4253192373153836,0.31203071646545194,1.4885596451279732
2019-03-03,0.3049542484722222,0.18799193653769355,0.23280679891936265,0.42517188620661084,0.31128732551931504,1.462212195655204
2019-03-10,0.29491387093333055,0.17728292188551903,0.23202624039661698,0.414341846703136,0.31267500374332885,1.4312398836619313
2019-03-17,0.326610129206839,0.1811415974009506,0.23250375904625348,0.4304764137050314,0.31346796542929367,1.4841998647883683
2019-03-24,0.3114510095509641,0.18144514798584316,0.23445973731263622,0.42642435657900474,0.3156486053392723,1.4694288567677205
2019-03-31,0.31341972026930526,0.18413321340648395,0.23126405174827122,0.4303290625962585,0.31624334078301924,1.4753893888033383
2019-04-07,0.3248383366849802,0.18638770145639766,0.23066716394530706,0.4405697257689924,0.31535125652309665,1.497814184378774
2019-04-14,0.29412632381313,0.18083817775944758,0.23077735516748907,0.44395871695771644,0.31475652107934976,1.4644570947771327
2019-04-21,0.30751358811428187,0.17073619285339114,0.22760005348963255,0.4432219895182026,0.31520256320931106,1.464274387184819
2019-04-28,0.30278874522312743,0.1732941243526969,0.22980396200592487,0.44837916590785026,0.3158964212270159,1.4701624187166153
2019-05-05,0.29550449985704913,0.17945080873915462,0.22873873348446985,0.4475687488617749,0.3156981760791002,1.4669609670215487
2019-05-12,0.2915669841710705,0.17654586535356642,0.22983150981147035,0.4319498966884093,0.31708585430311403,1.4469801103276307
2019-05-19,0.264989342348817,0.18139223495251583,0.2276826969062691,0.4399803494382514,0.31773014158099105,1.4317747652268444
2019-05-26,0.27758915377906457,0.1834918050686338,0.22918870432856087,0.43268662412792314,0.31869656304495747,1.44165285034914
2019-06-02,0.28511715924190517,0.1816108866051945,0.2321088838132536,0.4242141461561129,0.3208524175850222,1.4439034934014885
2019-06-09,0.3038878805170218,0.1877346208732608,0.2396573048112208,0.44462178289501914,0.32342956669653006,1.4993311557930527
2019-06-16,0.304283004983703,0.18703478797577713,0.24085108041714914,0.44764241036398633,0.3233304252168744,1.5031417089574899
2019-06-23,0.3283886134287382,0.19101514561194483,0.24911575837140815,0.45751470981696324,0.3238260191809657,1.54986024641002
2019-06-30,0.30764198707232665,0.18948431025247042,0.25169617224630053,0.45324164007995255,0.3245198961043684,1.5265840057554185
2019-07-07,0.3098154386787461,0.19210867766606182,0.24970348225533529,0.4596512587376438,0.32372691551270577,1.5350057728504929
2019-07-14,0.33253790728358845,0.1854600746768551,0.2513747624987914,0.4650294477382756,0.32318175080878664,1.5575839430062972
2019-07-21,0.3159406376148913,0.18707847545211262,0.2549653092840478,0.4633349521439135,0.3244703253645405,1.5457896998595055
2019-07-28,0.29776261874801246,0.18847823647863596,0.2530277149041736,0.4647347736250802,0.32397473140044925,1.5279780751563514
2019-08-04,0.2953916520329005,0.16621426526194166,0.2576742982676307,0.4535363422974982,0.32670051710864917,1.4995170749686204
2019-08-11,0.2866978456072226,0.16048456346095497,0.2686203893757099,0.450884078548288,0.3286333600365821,1.4953202370287575
2019-08-18,0.26140680092927965,0.15297911454623586,0.2692632088707281,0.4502946741131966,0.3297236894444204,1.4636674879038607
2019-08-25,0.256269554533782,0.15161045852670565,0.27216503249312957,0.4495579466736829,0.330615773704343,1.460218765931643
2019-09-01,0.2677295778069815,0.15695255599064584,0.2726792768794572,0.4554518505028444,0.3310122640001743,1.4838255251801031
2019-09-08,0.2825485517523725,0.16114676798985644,0.27140282983267516,0.4645874225163076,0.3306653444441709,1.5103509165353826
2019-09-15,0.2872906422647568,0.16295695321504353,0.2664440286649632,0.46679763293919935,0.32635359755264576,1.5098428546366085
2019-09-22,0.2872906422647568,0.16198562705522093,0.26800514571045453,0.4669449840479722,0.327443926960484,1.5116703260388886
2019-09-29,0.28847620416339304,0.1599106266805625,0.2659022364730901,0.46502944773827576,0.3286333600365823,1.5079518750919036
2019-10-06,0.2803751315623851,0.15863023840954124,0.26816124060047336,0.4559675653313742,0.33205302266818487,1.4951871985719587
2019-10-13,0.28452439400080315,0.15942494574473443,0.263661588207998,0.46525048845361017,0.3288564094601098,1.5017178258672557
2019-10-20,0.28709300149033595,0.1609701967810051,0.26617771452854516,0.4639980180812163,0.3292776662201572,1.5075165971012598
2019-10-27,0.3131744521838019,0.16233886470447983,0.26893260717996487,0.4700392730191507,0.3286829307764102,1.5431681278638076
2019-11-03,0.32483202198212596,0.1694911116817736,0.26928156473301945,0.4759331768483122,0.32922809548032933,1.5687659707255606
2019-11-10,0.3125816869426999,0.16357505362955188,0.2615862267761791,0.4785854405975225,0.32729525255239633,1.5436236604983495
2019-11-17,0.30507337958279396,0.16618113658438272,0.26134748846952377,0.48447937253103446,0.32848468562849453,1.5455660627962295
2019-11-24,0.3031952424382337,0.1708616961403137,0.2611087221386512,0.4838899680959432,0.32895551312836974,1.5480111419415115
2019-12-01,0.29285678579145696,0.17170863798399744,0.2607781484721051,0.49125735490848266,0.32878203444467013,1.5453829616007124
2019-12-08,0.3083645021780542,0.17068339885950898,0.26015368483937823,0.49111003190406016,0.3284846856284946,1.5587963034094963
2019-12-15,0.3043881871984164,0.17086169614031368,0.2631473438216705,0.49449902309278426,0.3287820344446702,1.561678284697855
2019-12-22,0.30935858092296364,0.17487359922942122,0.26326672698710674,0.5048133196633792,0.3276917428482277,1.5800039696510986
2019-12-29,0.316515966736171,0.1752747621592596,0.27005293131251096,0.5064341537555299,0.3287325015162381,1.5970103154797097
2020-01-05,0.3179077146787627,0.1735362862957742,0.27618718024807726,0.5021611121228695,0.33002103826059626,1.59981333160608
2020-01-12,0.3109491006315324,0.1760325672664855,0.2779043921835875,0.5089390945003177,0.3297236894444206,1.603548844026344
2020-01-19,0.3014059195472561,0.1805793741019517,0.2774819831571506,0.5163064813128572,0.3298228309240763,1.6055965890432917
2020-01-26,0.29365206135395744,0.1775035972087638,0.28015420436771654,0.5143909450031608,0.3316069994439216,1.5973078073775202
2020-02-02,0.28053023448772557,0.16600283930357795,0.282835645545754,0.5056974263160162,0.33428321441229364,1.5693493600653674
2020-02-09,0.2898745809731608,0.17134616287380222,0.27900633242962514,0.5207269021586409,0.3328955361882797,1.5938495146235088
2020-02-16,0.2910674943169114,0.16441125811529153,0.2817979648298446,0.5319253053818727,0.333292026484111,1.6024940491280313
2020-02-23,0.27893962052986054,0.16085371668401788,0.2922022917702679,0.5305991735072676,0.33458060103986487,1.5971754035312786
2020-03-01,0.2405680458856978,0.15049640407226103,0.283258054572191,0.46237718398906585,0.33740552822772046,1.4741052167469362
2020-03-08,0.20915506958054936,0.15770154027499309,0.29727128416016196,0.47269156487271163,0.3466237196431221,1.4834431785315383
2020-03-15,0.13082131418846688,0.14729913552144905,0.2717242395801847,0.40461687025458204,0.34003221026766045,1.294493769812343
2020-03-22,0.09642605452394189,0.13063738676403108,0.2643962430629074,0.376031429657061,0.3425102178995126,1.2100013319074538
2020-03-29,0.10318579470179096,0.13914839758297087,0.2898422603397397,0.41043711258153237,0.3493495053513221,1.291963070557356
2020-04-05,0.1145183379475852,0.15148712175768322,0.2878036386567205,0.40299606426678164,0.3497955663869812,1.3066007290157517
2020-04-12,0.13360472367846207,0.15936768777166246,0.2990527836500175,0.4511787807658342,0.3485069918312273,1.3917109676972035
2020-04-19,0.12823666075623252,0.16621252728604385,0.30167910119274666,0.46075637800126545,0.3499938115348969,1.4068784787711854
2020-04-26,0.11253015689544224,0.16832901290730426,0.3050400735903847,0.4502946741131972,0.35014248594298475,1.386336403449313
2020-05-03,0.13062251886016585,0.1694998729849296,0.3018903197180737,0.4557465527203905,0.3499442407950691,1.4077035050786286
2020-05-10,0.13638815673078136,0.16760849095426988,0.3032218623759467,0.46723965816116797,0.35058850916724815,1.425046677389414
2020-05-17,0.12127809383365033,0.17173481475796512,0.3104855713388789,0.4615667950473408,0.3509354287232516,1.4160007037010867
